"","Year","District","Hunters","Days","N","six_plus","Sex","n_sex","Weapon","n_weapon"
"2746",2018,"455",330,2247,119,30,"Cows",60,"Rifle",109
"2747",2018,"471",64,365,4,4,"Bulls",4,"Bow",4
"2748",2018,"471",64,365,4,4,"Cows",0,"Rifle",0
"2749",2018,"500",534,3843,90,24,"Bulls",50,"Bow",15
"2750",2018,"500",534,3843,90,24,"Cows",38,"Rifle",76
"2751",2018,"502",232,1543,26,3,"Bulls",13,"Bow",10
"2752",2018,"502",232,1543,26,3,"Cows",10,"Rifle",16
"2753",2018,"511",247,1518,40,4,"Bulls",13,"Bow",8
"2754",2018,"511",247,1518,40,4,"Cows",24,"Rifle",33
"2755",2018,"530",927,5600,241,43,"Bulls",72,"Bow",51
"2756",2018,"530",927,5600,241,43,"Cows",153,"Rifle",190
"2757",2018,"540",1058,6074,277,28,"Bulls",91,"Bow",35
"2758",2018,"540",1058,6074,277,28,"Cows",166,"Rifle",242
"2759",2018,"570",514,3508,142,35,"Bulls",58,"Bow",9
"2760",2018,"570",514,3508,142,35,"Cows",77,"Rifle",133
"2761",2018,"575",667,4555,181,23,"Bulls",36,"Bow",15
"2762",2018,"575",667,4555,181,23,"Cows",135,"Rifle",166
"2763",2018,"600",125,854,3,0,"Bulls",0,"Bow",0
"2764",2018,"600",125,854,3,0,"Cows",3,"Rifle",3
"2765",2018,"620",814,5159,150,59,"Bulls",78,"Bow",70
"2766",2018,"620",814,5159,150,59,"Cows",66,"Rifle",80
"2767",2018,"621",713,5069,117,40,"Bulls",46,"Bow",19
"2768",2018,"621",713,5069,117,40,"Cows",71,"Rifle",98
"2769",2018,"622",712,4847,241,46,"Bulls",77,"Bow",46
"2770",2018,"622",712,4847,241,46,"Cows",157,"Rifle",194
"2771",2018,"630",110,643,12,0,"Bulls",3,"Bow",0
"2772",2018,"630",110,643,12,0,"Cows",6,"Rifle",12
"2773",2018,"631",303,2084,60,17,"Bulls",34,"Bow",26
"2774",2018,"631",303,2084,60,17,"Cows",27,"Rifle",34
"2775",2018,"632",185,1305,14,2,"Bulls",10,"Bow",6
"2776",2018,"632",185,1305,14,2,"Cows",4,"Rifle",8
"2777",2018,"640",24,124,3,0,"Bulls",0,"Bow",0
"2778",2018,"640",24,124,3,0,"Cows",3,"Rifle",3
"2779",2018,"641",21,199,2,2,"Bulls",2,"Bow",0
"2780",2018,"641",21,199,2,2,"Cows",0,"Rifle",2
"2781",2018,"670",36,296,6,3,"Bulls",6,"Bow",0
"2782",2018,"670",36,296,6,3,"Cows",0,"Rifle",6
"2783",2018,"680",97,572,11,0,"Bulls",0,"Bow",0
"2784",2018,"680",97,572,11,0,"Cows",8,"Rifle",11
"2785",2018,"690",351,2099,97,28,"Bulls",32,"Bow",15
"2786",2018,"690",351,2099,97,28,"Cows",63,"Rifle",82
"2787",2018,"700",1633,11076,535,148,"Bulls",257,"Bow",141
"2788",2018,"700",1633,11076,535,148,"Cows",257,"Rifle",395
"2789",2018,"702",609,4107,142,27,"Bulls",49,"Bow",29
"2790",2018,"702",609,4107,142,27,"Cows",87,"Rifle",113
"2791",2018,"703",209,1577,27,9,"Bulls",13,"Bow",6
"2792",2018,"703",209,1577,27,9,"Cows",14,"Rifle",20
"2793",2018,"704",1409,10525,327,73,"Bulls",123,"Bow",81
"2794",2018,"704",1409,10525,327,73,"Cows",194,"Rifle",246
"2795",2018,"705",602,3834,159,43,"Bulls",79,"Bow",42
"2796",2018,"705",602,3834,159,43,"Cows",76,"Rifle",116
"2797",2019,"100",0,0,50,9,"Bulls",39,"Bow",9
"2798",2019,"100",0,0,50,9,"Cows",11,"Rifle",41
"2799",2019,"101",0,0,60,3,"Bulls",36,"Bow",6
"2800",2019,"101",0,0,60,3,"Cows",24,"Rifle",54
"2801",2019,"102",0,0,32,3,"Bulls",26,"Bow",3
"2802",2019,"102",0,0,32,3,"Cows",6,"Rifle",29
"2803",2019,"103",0,0,61,15,"Bulls",44,"Bow",11
"2804",2019,"103",0,0,61,15,"Cows",16,"Rifle",49
"2805",2019,"104",0,0,31,9,"Bulls",21,"Bow",6
"2806",2019,"104",0,0,31,9,"Cows",8,"Rifle",25
"2807",2019,"109",0,0,33,3,"Bulls",9,"Bow",9
"2808",2019,"109",0,0,33,3,"Cows",24,"Rifle",24
"2809",2019,"110",0,0,12,3,"Bulls",6,"Bow",3
"2810",2019,"110",0,0,12,3,"Cows",6,"Rifle",9
"2811",2019,"120",0,0,22,9,"Bulls",19,"Bow",12
"2812",2019,"120",0,0,22,9,"Cows",3,"Rifle",9
"2813",2019,"121",0,0,194,26,"Bulls",104,"Bow",38
"2814",2019,"121",0,0,194,26,"Cows",90,"Rifle",155
"2815",2019,"122",0,0,64,12,"Bulls",55,"Bow",15
"2816",2019,"122",0,0,64,12,"Cows",10,"Rifle",49
"2817",2019,"123",0,0,57,12,"Bulls",36,"Bow",12
"2818",2019,"123",0,0,57,12,"Cows",19,"Rifle",46
"2819",2019,"124",0,0,23,6,"Bulls",9,"Bow",6
"2820",2019,"124",0,0,23,6,"Cows",14,"Rifle",17
"2821",2019,"130",0,0,35,12,"Bulls",33,"Bow",3
"2822",2019,"130",0,0,35,12,"Cows",2,"Rifle",32
"2823",2019,"132",0,0,11,0,"Bulls",6,"Bow",3
"2824",2019,"132",0,0,11,0,"Cows",5,"Rifle",8
"2825",2019,"140",0,0,24,12,"Bulls",24,"Bow",9
"2826",2019,"140",0,0,24,12,"Cows",0,"Rifle",15
"2827",2019,"141",0,0,21,9,"Bulls",21,"Bow",6
"2828",2019,"141",0,0,21,9,"Cows",0,"Rifle",15
"2829",2019,"150",0,0,52,35,"Bulls",49,"Bow",9
"2830",2019,"150",0,0,52,35,"Cows",3,"Rifle",44
"2831",2019,"151",0,0,3,3,"Bulls",3,"Bow",0
"2832",2019,"151",0,0,3,3,"Cows",0,"Rifle",3
"2833",2019,"170",0,0,15,0,"Bulls",9,"Bow",3
"2834",2019,"170",0,0,15,0,"Cows",6,"Rifle",12
"2835",2019,"200",0,0,30,3,"Bulls",21,"Bow",0
"2836",2019,"200",0,0,30,3,"Cows",9,"Rifle",30
"2837",2019,"201",0,0,108,9,"Bulls",50,"Bow",12
"2838",2019,"201",0,0,108,9,"Cows",58,"Rifle",96
"2839",2019,"202",0,0,56,15,"Bulls",52,"Bow",9
"2840",2019,"202",0,0,56,15,"Cows",4,"Rifle",47
"2841",2019,"203",0,0,58,3,"Bulls",27,"Bow",23
"2842",2019,"203",0,0,58,3,"Cows",28,"Rifle",35
"2843",2019,"204",0,0,79,12,"Bulls",27,"Bow",6
"2844",2019,"204",0,0,79,12,"Cows",49,"Rifle",72
"2845",2019,"210",0,0,230,35,"Bulls",92,"Bow",17
"2846",2019,"210",0,0,230,35,"Cows",135,"Rifle",213
"2847",2019,"211",0,0,93,24,"Bulls",58,"Bow",31
"2848",2019,"211",0,0,93,24,"Cows",35,"Rifle",62
"2849",2019,"213",0,0,127,15,"Bulls",52,"Bow",27
"2850",2019,"213",0,0,127,15,"Cows",70,"Rifle",101
"2851",2019,"214",0,0,52,2,"Bulls",14,"Bow",5
"2852",2019,"214",0,0,52,2,"Cows",34,"Rifle",47
"2853",2019,"215",0,0,522,33,"Bulls",235,"Bow",42
"2854",2019,"215",0,0,522,33,"Cows",268,"Rifle",480
"2855",2019,"216",0,0,52,14,"Bulls",38,"Bow",14
"2856",2019,"216",0,0,52,14,"Cows",14,"Rifle",38
"2857",2019,"217",0,0,79,18,"Bulls",37,"Bow",12
"2858",2019,"217",0,0,79,18,"Cows",42,"Rifle",67
"2859",2019,"240",0,0,227,27,"Bulls",100,"Bow",12
"2860",2019,"240",0,0,227,27,"Cows",127,"Rifle",215
"2861",2019,"250",0,0,46,11,"Bulls",32,"Bow",9
"2862",2019,"250",0,0,46,11,"Cows",14,"Rifle",38
"2863",2019,"260",0,0,50,6,"Bulls",9,"Bow",20
"2864",2019,"260",0,0,50,6,"Cows",38,"Rifle",30
"2865",2019,"261",0,0,107,18,"Bulls",54,"Bow",15
"2866",2019,"261",0,0,107,18,"Cows",50,"Rifle",92
"2867",2019,"262",0,0,45,0,"Bulls",9,"Bow",6
"2868",2019,"262",0,0,45,0,"Cows",36,"Rifle",39
"2869",2019,"270",0,0,461,42,"Bulls",234,"Bow",29
"2870",2019,"270",0,0,461,42,"Cows",211,"Rifle",433
"2871",2019,"280",0,0,15,6,"Bulls",12,"Bow",3
"2872",2019,"280",0,0,15,6,"Cows",3,"Rifle",12
"2873",2019,"281",0,0,91,21,"Bulls",69,"Bow",27
"2874",2019,"281",0,0,91,21,"Cows",22,"Rifle",64
"2875",2019,"282",0,0,10,1,"Bulls",1,"Bow",0
"2876",2019,"282",0,0,10,1,"Cows",6,"Rifle",10
"2877",2019,"283",0,0,51,21,"Bulls",42,"Bow",12
"2878",2019,"283",0,0,51,21,"Cows",9,"Rifle",39
"2879",2019,"284",0,0,21,6,"Bulls",18,"Bow",6
"2880",2019,"284",0,0,21,6,"Cows",3,"Rifle",15
"2881",2019,"285",0,0,68,18,"Bulls",53,"Bow",18
"2882",2019,"285",0,0,68,18,"Cows",15,"Rifle",50
"2883",2019,"290",0,0,18,0,"Bulls",9,"Bow",6
"2884",2019,"290",0,0,18,0,"Cows",9,"Rifle",12
"2885",2019,"291",0,0,169,21,"Bulls",80,"Bow",18
"2886",2019,"291",0,0,169,21,"Cows",86,"Rifle",152
"2887",2019,"292",0,0,127,28,"Bulls",72,"Bow",25
"2888",2019,"292",0,0,127,28,"Cows",52,"Rifle",103
"2889",2019,"293",0,0,168,15,"Bulls",73,"Bow",30
"2890",2019,"293",0,0,168,15,"Cows",92,"Rifle",138
"2891",2019,"298",0,0,74,6,"Bulls",27,"Bow",12
"2892",2019,"298",0,0,74,6,"Cows",41,"Rifle",62
"2893",2019,"300",0,0,415,59,"Bulls",196,"Bow",42
"2894",2019,"300",0,0,415,59,"Cows",200,"Rifle",373
"2895",2019,"301",0,0,135,49,"Bulls",93,"Bow",33
"2896",2019,"301",0,0,135,49,"Cows",42,"Rifle",102
"2897",2019,"302",0,0,258,51,"Bulls",113,"Bow",23
"2898",2019,"302",0,0,258,51,"Cows",133,"Rifle",235
"2899",2019,"309",0,0,54,18,"Bulls",30,"Bow",9
"2900",2019,"309",0,0,54,18,"Cows",24,"Rifle",45
"2901",2019,"310",0,0,97,49,"Bulls",84,"Bow",38
"2902",2019,"310",0,0,97,49,"Cows",12,"Rifle",59
"2903",2019,"311",0,0,440,111,"Bulls",162,"Bow",45
"2904",2019,"311",0,0,440,111,"Cows",265,"Rifle",395
"2905",2019,"312",0,0,381,86,"Bulls",178,"Bow",24
"2906",2019,"312",0,0,381,86,"Cows",191,"Rifle",358
"2907",2019,"313",0,0,321,90,"Bulls",237,"Bow",27
"2908",2019,"313",0,0,321,90,"Cows",84,"Rifle",294
"2909",2019,"314",0,0,435,83,"Bulls",196,"Bow",44
"2910",2019,"314",0,0,435,83,"Cows",230,"Rifle",391
"2911",2019,"315",0,0,319,86,"Bulls",178,"Bow",19
"2912",2019,"315",0,0,319,86,"Cows",133,"Rifle",300
"2913",2019,"316",0,0,22,6,"Bulls",15,"Bow",0
"2914",2019,"316",0,0,22,6,"Cows",7,"Rifle",22
"2915",2019,"317",0,0,343,59,"Bulls",162,"Bow",14
"2916",2019,"317",0,0,343,59,"Cows",173,"Rifle",329
"2917",2019,"318",0,0,159,14,"Bulls",69,"Bow",27
"2918",2019,"318",0,0,159,14,"Cows",83,"Rifle",131
"2919",2019,"319",0,0,172,26,"Bulls",89,"Bow",23
"2920",2019,"319",0,0,172,26,"Cows",78,"Rifle",149
"2921",2019,"320",0,0,233,32,"Bulls",110,"Bow",15
"2922",2019,"320",0,0,233,32,"Cows",115,"Rifle",218
"2923",2019,"321",0,0,98,30,"Bulls",56,"Bow",41
"2924",2019,"321",0,0,98,30,"Cows",40,"Rifle",58
"2925",2019,"322",0,0,224,41,"Bulls",93,"Bow",20
"2926",2019,"322",0,0,224,41,"Cows",117,"Rifle",205
"2927",2019,"323",0,0,187,41,"Bulls",98,"Bow",27
"2928",2019,"323",0,0,187,41,"Cows",88,"Rifle",160
"2929",2019,"324",0,0,266,75,"Bulls",167,"Bow",42
"2930",2019,"324",0,0,266,75,"Cows",96,"Rifle",225
"2931",2019,"325",0,0,418,71,"Bulls",196,"Bow",30
"2932",2019,"325",0,0,418,71,"Cows",204,"Rifle",388
"2933",2019,"326",0,0,106,18,"Bulls",58,"Bow",7
"2934",2019,"326",0,0,106,18,"Cows",36,"Rifle",98
"2935",2019,"327",0,0,230,48,"Bulls",124,"Bow",41
"2936",2019,"327",0,0,230,48,"Cows",100,"Rifle",189
"2937",2019,"328",0,0,118,33,"Bulls",65,"Bow",3
"2938",2019,"328",0,0,118,33,"Cows",44,"Rifle",115
"2939",2019,"329",0,0,506,71,"Bulls",229,"Bow",41
"2940",2019,"329",0,0,506,71,"Cows",260,"Rifle",464
"2941",2019,"330",0,0,199,30,"Bulls",95,"Bow",32
"2942",2019,"330",0,0,199,30,"Cows",92,"Rifle",166
"2943",2019,"331",0,0,327,39,"Bulls",126,"Bow",30
"2944",2019,"331",0,0,327,39,"Cows",189,"Rifle",297
"2945",2019,"332",0,0,277,29,"Bulls",90,"Bow",33
"2946",2019,"332",0,0,277,29,"Cows",172,"Rifle",245
"2947",2019,"333",0,0,179,37,"Bulls",99,"Bow",15
"2948",2019,"333",0,0,179,37,"Cows",71,"Rifle",163
"2949",2019,"334",0,0,113,15,"Bulls",42,"Bow",32
"2950",2019,"334",0,0,113,15,"Cows",64,"Rifle",81
"2951",2019,"335",0,0,222,18,"Bulls",115,"Bow",33
"2952",2019,"335",0,0,222,18,"Cows",107,"Rifle",189
"2953",2019,"339",0,0,120,11,"Bulls",35,"Bow",6
"2954",2019,"339",0,0,120,11,"Cows",63,"Rifle",115
"2955",2019,"340",0,0,342,51,"Bulls",158,"Bow",23
"2956",2019,"340",0,0,342,51,"Cows",165,"Rifle",319
"2957",2019,"341",0,0,112,15,"Bulls",52,"Bow",12
"2958",2019,"341",0,0,112,15,"Cows",58,"Rifle",100
"2959",2019,"343",0,0,150,31,"Bulls",82,"Bow",24
"2960",2019,"343",0,0,150,31,"Cows",62,"Rifle",126
"2961",2019,"350",0,0,115,12,"Bulls",53,"Bow",15
"2962",2019,"350",0,0,115,12,"Cows",59,"Rifle",100
"2963",2019,"360",0,0,528,108,"Bulls",256,"Bow",29
"2964",2019,"360",0,0,528,108,"Cows",260,"Rifle",500
"2965",2019,"361",0,0,46,3,"Bulls",26,"Bow",21
"2966",2019,"361",0,0,46,3,"Cows",20,"Rifle",26
"2967",2019,"362",0,0,171,20,"Bulls",86,"Bow",26
"2968",2019,"362",0,0,171,20,"Cows",77,"Rifle",145
"2969",2019,"370",0,0,108,18,"Bulls",42,"Bow",14
"2970",2019,"370",0,0,108,18,"Cows",67,"Rifle",95
"2971",2019,"380",0,0,725,87,"Bulls",320,"Bow",57
"2972",2019,"380",0,0,725,87,"Cows",380,"Rifle",668
"2973",2019,"388",0,0,6,0,"Bulls",0,"Bow",3
"2974",2019,"388",0,0,6,0,"Cows",6,"Rifle",3
"2975",2019,"390",0,0,194,43,"Bulls",66,"Bow",14
"2976",2019,"390",0,0,194,43,"Cows",116,"Rifle",180
"2977",2019,"391",0,0,375,82,"Bulls",204,"Bow",59
"2978",2019,"391",0,0,375,82,"Cows",169,"Rifle",317
"2979",2019,"392",0,0,113,18,"Bulls",81,"Bow",16
"2980",2019,"392",0,0,113,18,"Cows",28,"Rifle",97
"2981",2019,"393",0,0,528,115,"Bulls",199,"Bow",65
"2982",2019,"393",0,0,528,115,"Cows",306,"Rifle",463
"2983",2019,"400",0,0,23,5,"Bulls",8,"Bow",0
"2984",2019,"400",0,0,23,5,"Cows",15,"Rifle",23
"2985",2019,"401",0,0,59,10,"Bulls",17,"Bow",6
"2986",2019,"401",0,0,59,10,"Cows",42,"Rifle",53
"2987",2019,"403",0,0,9,6,"Bulls",9,"Bow",3
"2988",2019,"403",0,0,9,6,"Cows",0,"Rifle",6
"2989",2019,"404",0,0,15,12,"Bulls",12,"Bow",6
"2990",2019,"404",0,0,15,12,"Cows",3,"Rifle",9
"2991",2019,"405",0,0,3,0,"Bulls",0,"Bow",0
"2992",2019,"405",0,0,3,0,"Cows",3,"Rifle",3
"2993",2019,"406",0,0,12,3,"Bulls",6,"Bow",6
"2994",2019,"406",0,0,12,3,"Cows",6,"Rifle",6
"2995",2019,"410",0,0,649,226,"Bulls",272,"Bow",196
"2996",2019,"410",0,0,649,226,"Cows",366,"Rifle",452
"2997",2019,"411",0,0,615,141,"Bulls",188,"Bow",83
"2998",2019,"411",0,0,615,141,"Cows",406,"Rifle",532
"2999",2019,"412",0,0,208,61,"Bulls",83,"Bow",34
"3000",2019,"412",0,0,208,61,"Cows",117,"Rifle",175
"3001",2019,"413",0,0,132,29,"Bulls",47,"Bow",14
"3002",2019,"413",0,0,132,29,"Cows",75,"Rifle",117
"3003",2019,"415",0,0,32,3,"Bulls",3,"Bow",3
"3004",2019,"415",0,0,32,3,"Cows",26,"Rifle",29
"3005",2019,"416",0,0,322,73,"Bulls",181,"Bow",68
"3006",2019,"416",0,0,322,73,"Cows",126,"Rifle",254
"3007",2019,"417",0,0,231,73,"Bulls",82,"Bow",11
"3008",2019,"417",0,0,231,73,"Cows",134,"Rifle",219
"3009",2019,"418",0,0,74,9,"Bulls",27,"Bow",6
"3010",2019,"418",0,0,74,9,"Cows",44,"Rifle",68
"3011",2019,"419",0,0,21,6,"Bulls",9,"Bow",3
"3012",2019,"419",0,0,21,6,"Cows",12,"Rifle",18
"3013",2019,"420",0,0,59,11,"Bulls",28,"Bow",9
"3014",2019,"420",0,0,59,11,"Cows",31,"Rifle",51
"3015",2019,"421",0,0,90,24,"Bulls",60,"Bow",9
"3016",2019,"421",0,0,90,24,"Cows",30,"Rifle",81
"3017",2019,"422",0,0,132,9,"Bulls",43,"Bow",6
"3018",2019,"422",0,0,132,9,"Cows",86,"Rifle",126
"3019",2019,"423",0,0,61,18,"Bulls",34,"Bow",6
"3020",2019,"423",0,0,61,18,"Cows",28,"Rifle",55
"3021",2019,"424",0,0,41,15,"Bulls",21,"Bow",6
"3022",2019,"424",0,0,41,15,"Cows",17,"Rifle",35
"3023",2019,"425",0,0,75,11,"Bulls",29,"Bow",6
"3024",2019,"425",0,0,75,11,"Cows",44,"Rifle",69
"3025",2019,"426",0,0,71,29,"Bulls",44,"Bow",26
"3026",2019,"426",0,0,71,29,"Cows",27,"Rifle",45
"3027",2019,"432",0,0,94,12,"Bulls",45,"Bow",18
"3028",2019,"432",0,0,94,12,"Cows",42,"Rifle",76
"3029",2019,"441",0,0,54,26,"Bulls",30,"Bow",8
"3030",2019,"441",0,0,54,26,"Cows",24,"Rifle",46
"3031",2019,"442",0,0,80,21,"Bulls",48,"Bow",3
"3032",2019,"442",0,0,80,21,"Cows",29,"Rifle",77
"3033",2019,"444",0,0,30,12,"Bulls",15,"Bow",12
"3034",2019,"444",0,0,30,12,"Cows",15,"Rifle",18
"3035",2019,"445",0,0,276,94,"Bulls",134,"Bow",21
"3036",2019,"445",0,0,276,94,"Cows",134,"Rifle",255
"3037",2019,"446",0,0,334,74,"Bulls",138,"Bow",40
"3038",2019,"446",0,0,334,74,"Cows",181,"Rifle",294
"3039",2019,"447",0,0,270,75,"Bulls",97,"Bow",40
"3040",2019,"447",0,0,270,75,"Cows",166,"Rifle",230
"3041",2019,"448",0,0,124,6,"Bulls",39,"Bow",14
"3042",2019,"448",0,0,124,6,"Cows",74,"Rifle",110
"3043",2019,"449",0,0,141,26,"Bulls",65,"Bow",7
"3044",2019,"449",0,0,141,26,"Cows",64,"Rifle",134
"3045",2019,"450",0,0,36,3,"Bulls",12,"Bow",9
"3046",2019,"450",0,0,36,3,"Cows",24,"Rifle",27
"3047",2019,"451",0,0,74,12,"Bulls",26,"Bow",3
"3048",2019,"451",0,0,74,12,"Cows",43,"Rifle",72
"3049",2019,"452",0,0,249,40,"Bulls",114,"Bow",42
"3050",2019,"452",0,0,249,40,"Cows",132,"Rifle",207
"3051",2019,"454",0,0,165,24,"Bulls",70,"Bow",9
"3052",2019,"454",0,0,165,24,"Cows",83,"Rifle",156
"3053",2019,"455",0,0,210,27,"Bulls",46,"Bow",15
"3054",2019,"455",0,0,210,27,"Cows",151,"Rifle",195
"3055",2019,"471",0,0,12,3,"Bulls",9,"Bow",0
"3056",2019,"471",0,0,12,3,"Cows",3,"Rifle",12
"3057",2019,"500",0,0,88,33,"Bulls",41,"Bow",18
"3058",2019,"500",0,0,88,33,"Cows",44,"Rifle",70
"3059",2019,"502",0,0,41,11,"Bulls",14,"Bow",6
"3060",2019,"502",0,0,41,11,"Cows",24,"Rifle",35
"3061",2019,"511",0,0,50,4,"Bulls",10,"Bow",6
"3062",2019,"511",0,0,50,4,"Cows",31,"Rifle",44
"3063",2019,"530",0,0,218,32,"Bulls",52,"Bow",30
"3064",2019,"530",0,0,218,32,"Cows",160,"Rifle",188
"3065",2019,"540",0,0,350,36,"Bulls",111,"Bow",36
"3066",2019,"540",0,0,350,36,"Cows",212,"Rifle",314
"3067",2019,"570",0,0,170,54,"Bulls",98,"Bow",13
"3068",2019,"570",0,0,170,54,"Cows",66,"Rifle",157
"3069",2019,"575",0,0,127,25,"Bulls",44,"Bow",18
"3070",2019,"575",0,0,127,25,"Cows",80,"Rifle",109
"3071",2019,"600",0,0,9,6,"Bulls",6,"Bow",6
"3072",2019,"600",0,0,9,6,"Cows",0,"Rifle",3
"3073",2019,"611",0,0,2,0,"Bulls",0,"Bow",0
"3074",2019,"611",0,0,2,0,"Cows",2,"Rifle",2
"3075",2019,"620",0,0,132,62,"Bulls",85,"Bow",76
"3076",2019,"620",0,0,132,62,"Cows",44,"Rifle",56
"3077",2019,"621",0,0,94,38,"Bulls",48,"Bow",21
"3078",2019,"621",0,0,94,38,"Cows",46,"Rifle",73
"3079",2019,"622",0,0,201,49,"Bulls",61,"Bow",26
"3080",2019,"622",0,0,201,49,"Cows",137,"Rifle",175
"3081",2019,"630",0,0,18,4,"Bulls",10,"Bow",2
"3082",2019,"630",0,0,18,4,"Cows",8,"Rifle",16
"3083",2019,"631",0,0,44,17,"Bulls",28,"Bow",18
"3084",2019,"631",0,0,44,17,"Cows",14,"Rifle",26
"3085",2019,"632",0,0,19,14,"Bulls",18,"Bow",15
"3086",2019,"632",0,0,19,14,"Cows",2,"Rifle",5
"3087",2019,"640",0,0,3,3,"Bulls",3,"Bow",0
"3088",2019,"640",0,0,3,3,"Cows",0,"Rifle",3
"3089",2019,"651",0,0,14,5,"Bulls",8,"Bow",0
"3090",2019,"651",0,0,14,5,"Cows",6,"Rifle",14
"3091",2019,"680",0,0,9,3,"Bulls",3,"Bow",3
"3092",2019,"680",0,0,9,3,"Cows",6,"Rifle",6
"3093",2019,"690",0,0,107,33,"Bulls",36,"Bow",25
"3094",2019,"690",0,0,107,33,"Cows",61,"Rifle",82
"3095",2019,"700",0,0,493,151,"Bulls",204,"Bow",113
"3096",2019,"700",0,0,493,151,"Cows",270,"Rifle",380
"3097",2019,"702",0,0,189,23,"Bulls",42,"Bow",29
"3098",2019,"702",0,0,189,23,"Cows",132,"Rifle",160
"3099",2019,"703",0,0,33,15,"Bulls",27,"Bow",6
"3100",2019,"703",0,0,33,15,"Cows",6,"Rifle",27
"3101",2019,"704",0,0,301,88,"Bulls",122,"Bow",65
"3102",2019,"704",0,0,301,88,"Cows",164,"Rifle",236
"3103",2019,"705",0,0,166,51,"Bulls",72,"Bow",28
"3104",2019,"705",0,0,166,51,"Cows",87,"Rifle",137
