"","Year","District","Hunters","Days","N","six_plus","Sex","n_sex","Weapon","n_weapon"
"1",2010,"100",2073,17695,113,22,"Bulls",58,"Bow",8
"2",2010,"100",2073,17695,113,22,"Cows",50,"Rifle",104
"3",2010,"101",1498,13948,112,17,"Bulls",67,"Bow",3
"4",2010,"101",1498,13948,112,17,"Cows",40,"Rifle",109
"5",2010,"102",1384,9938,42,14,"Bulls",28,"Bow",3
"6",2010,"102",1384,9938,42,14,"Cows",14,"Rifle",39
"7",2010,"103",2051,16654,119,28,"Bulls",61,"Bow",14
"8",2010,"103",2051,16654,119,28,"Cows",55,"Rifle",105
"9",2010,"104",1290,11736,108,28,"Bulls",69,"Bow",11
"10",2010,"104",1290,11736,108,28,"Cows",36,"Rifle",97
"11",2010,"109",349,2449,38,6,"Bulls",19,"Bow",10
"12",2010,"109",349,2449,38,6,"Cows",16,"Rifle",29
"13",2010,"110",1161,7866,84,22,"Bulls",64,"Bow",11
"14",2010,"110",1161,7866,84,22,"Cows",16,"Rifle",73
"15",2010,"120",1143,8409,50,11,"Bulls",25,"Bow",6
"16",2010,"120",1143,8409,50,11,"Cows",22,"Rifle",45
"17",2010,"121",2822,25806,476,141,"Bulls",313,"Bow",53
"18",2010,"121",2822,25806,476,141,"Cows",150,"Rifle",423
"19",2010,"122",1305,10566,79,19,"Bulls",44,"Bow",0
"20",2010,"122",1305,10566,79,19,"Cows",32,"Rifle",79
"21",2010,"123",683,5704,87,33,"Bulls",64,"Bow",12
"22",2010,"123",683,5704,87,33,"Cows",19,"Rifle",74
"23",2010,"124",466,4461,39,17,"Bulls",22,"Bow",3
"24",2010,"124",466,4461,39,17,"Cows",14,"Rifle",36
"25",2010,"130",1282,8881,67,8,"Bulls",47,"Bow",0
"26",2010,"130",1282,8881,67,8,"Cows",20,"Rifle",67
"27",2010,"132",522,3306,42,8,"Bulls",19,"Bow",7
"28",2010,"132",522,3306,42,8,"Cows",21,"Rifle",35
"29",2010,"140",852,5508,121,66,"Bulls",105,"Bow",25
"30",2010,"140",852,5508,121,66,"Cows",16,"Rifle",96
"31",2010,"141",274,1957,36,14,"Bulls",25,"Bow",11
"32",2010,"141",274,1957,36,14,"Cows",11,"Rifle",25
"33",2010,"150",434,2829,78,50,"Bulls",78,"Bow",0
"34",2010,"150",434,2829,78,50,"Cows",0,"Rifle",78
"35",2010,"151",144,1030,28,22,"Bulls",28,"Bow",3
"36",2010,"151",144,1030,28,22,"Cows",0,"Rifle",25
"37",2010,"170",340,2522,8,3,"Bulls",3,"Bow",6
"38",2010,"170",340,2522,8,3,"Cows",3,"Rifle",3
"39",2010,"200",651,5487,57,20,"Bulls",50,"Bow",8
"40",2010,"200",651,5487,57,20,"Cows",4,"Rifle",48
"41",2010,"201",1350,10831,105,36,"Bulls",75,"Bow",8
"42",2010,"201",1350,10831,105,36,"Cows",30,"Rifle",97
"43",2010,"202",1028,8695,67,22,"Bulls",44,"Bow",3
"44",2010,"202",1028,8695,67,22,"Cows",22,"Rifle",64
"45",2010,"203",1053,6569,43,11,"Bulls",28,"Bow",0
"46",2010,"203",1053,6569,43,11,"Cows",15,"Rifle",43
"47",2010,"204",1093,6753,88,31,"Bulls",64,"Bow",11
"48",2010,"204",1093,6753,88,31,"Cows",22,"Rifle",77
"49",2010,"210",1306,8797,261,49,"Bulls",135,"Bow",29
"50",2010,"210",1306,8797,261,49,"Cows",109,"Rifle",232
"51",2010,"211",362,2489,84,17,"Bulls",36,"Bow",10
"52",2010,"211",362,2489,84,17,"Cows",48,"Rifle",74
"53",2010,"212",1830,12587,379,66,"Bulls",193,"Bow",41
"54",2010,"212",1830,12587,379,66,"Cows",166,"Rifle",338
"55",2010,"213",717,5708,225,14,"Bulls",83,"Bow",13
"56",2010,"213",717,5708,225,14,"Cows",136,"Rifle",211
"57",2010,"214",555,3758,58,16,"Bulls",29,"Bow",8
"58",2010,"214",555,3758,58,16,"Cows",26,"Rifle",50
"59",2010,"215",2260,17859,533,83,"Bulls",310,"Bow",27
"60",2010,"215",2260,17859,533,83,"Cows",208,"Rifle",506
"61",2010,"216",416,2737,59,8,"Bulls",31,"Bow",8
"62",2010,"216",416,2737,59,8,"Cows",28,"Rifle",50
"63",2010,"240",1290,8085,114,19,"Bulls",78,"Bow",17
"64",2010,"240",1290,8085,114,19,"Cows",31,"Rifle",97
"65",2010,"250",721,5186,67,17,"Bulls",56,"Bow",24
"66",2010,"250",721,5186,67,17,"Cows",9,"Rifle",43
"67",2010,"260",278,2196,38,6,"Bulls",11,"Bow",16
"68",2010,"260",278,2196,38,6,"Cows",24,"Rifle",22
"69",2010,"261",674,4814,79,17,"Bulls",58,"Bow",8
"70",2010,"261",674,4814,79,17,"Cows",17,"Rifle",70
"71",2010,"270",2629,17615,372,117,"Bulls",275,"Bow",22
"72",2010,"270",2629,17615,372,117,"Cows",92,"Rifle",350
"73",2010,"280",322,1823,63,25,"Bulls",53,"Bow",3
"74",2010,"280",322,1823,63,25,"Cows",10,"Rifle",60
"75",2010,"281",1431,12131,183,50,"Bulls",127,"Bow",17
"76",2010,"281",1431,12131,183,50,"Cows",56,"Rifle",167
"77",2010,"282",208,1353,35,6,"Bulls",14,"Bow",4
"78",2010,"282",208,1353,35,6,"Cows",21,"Rifle",31
"79",2010,"283",1407,9125,134,19,"Bulls",62,"Bow",14
"80",2010,"283",1407,9125,134,19,"Cows",71,"Rifle",119
"81",2010,"284",138,817,3,0,"Bulls",3,"Bow",3
"82",2010,"284",138,817,3,0,"Cows",0,"Rifle",0
"83",2010,"285",1715,15239,175,36,"Bulls",92,"Bow",14
"84",2010,"285",1715,15239,175,36,"Cows",80,"Rifle",161
"85",2010,"290",231,1514,46,4,"Bulls",18,"Bow",12
"86",2010,"290",231,1514,46,4,"Cows",28,"Rifle",35
"87",2010,"291",814,5008,145,38,"Bulls",95,"Bow",15
"88",2010,"291",814,5008,145,38,"Cows",50,"Rifle",130
"89",2010,"292",1840,13583,192,25,"Bulls",99,"Bow",5
"90",2010,"292",1840,13583,192,25,"Cows",87,"Rifle",187
"91",2010,"293",1426,10783,172,55,"Bulls",144,"Bow",14
"92",2010,"293",1426,10783,172,55,"Cows",26,"Rifle",158
"93",2010,"298",712,4484,184,11,"Bulls",53,"Bow",10
"94",2010,"298",712,4484,184,11,"Cows",125,"Rifle",174
"95",2010,"300",1178,6627,278,30,"Bulls",98,"Bow",24
"96",2010,"300",1178,6627,278,30,"Cows",160,"Rifle",254
"97",2010,"301",1221,8504,137,41,"Bulls",90,"Bow",22
"98",2010,"301",1221,8504,137,41,"Cows",42,"Rifle",115
"99",2010,"302",753,4401,191,10,"Bulls",68,"Bow",2
"100",2010,"302",753,4401,191,10,"Cows",112,"Rifle",189
"101",2010,"309",258,1713,44,6,"Bulls",14,"Bow",0
"102",2010,"309",258,1713,44,6,"Cows",31,"Rifle",44
"103",2010,"310",742,5064,170,90,"Bulls",151,"Bow",21
"104",2010,"310",742,5064,170,90,"Cows",19,"Rifle",149
"105",2010,"311",841,4608,255,77,"Bulls",113,"Bow",22
"106",2010,"311",841,4608,255,77,"Cows",133,"Rifle",233
"107",2010,"312",1408,8266,327,80,"Bulls",153,"Bow",10
"108",2010,"312",1408,8266,327,80,"Cows",161,"Rifle",316
"109",2010,"313",1297,7824,393,208,"Bulls",301,"Bow",11
"110",2010,"313",1297,7824,393,208,"Cows",86,"Rifle",382
"111",2010,"314",1894,13984,728,157,"Bulls",234,"Bow",38
"112",2010,"314",1894,13984,728,157,"Cows",461,"Rifle",690
"113",2010,"315",1829,11687,545,83,"Bulls",194,"Bow",44
"114",2010,"315",1829,11687,545,83,"Cows",316,"Rifle",502
"115",2010,"316",163,913,44,22,"Bulls",28,"Bow",3
"116",2010,"316",163,913,44,22,"Cows",17,"Rifle",42
"117",2010,"317",772,3848,232,57,"Bulls",93,"Bow",17
"118",2010,"317",772,3848,232,57,"Cows",128,"Rifle",215
"119",2010,"318",1272,10915,227,22,"Bulls",119,"Bow",34
"120",2010,"318",1272,10915,227,22,"Cows",92,"Rifle",193
"121",2010,"319",1013,7385,139,47,"Bulls",111,"Bow",14
"122",2010,"319",1013,7385,139,47,"Cows",28,"Rifle",125
"123",2010,"320",1254,7867,223,27,"Bulls",89,"Bow",3
"124",2010,"320",1254,7867,223,27,"Cows",129,"Rifle",220
"125",2010,"321",1394,7998,283,25,"Bulls",81,"Bow",56
"126",2010,"321",1394,7998,283,25,"Cows",181,"Rifle",226
"127",2010,"322",820,4912,144,19,"Bulls",78,"Bow",8
"128",2010,"322",820,4912,144,19,"Cows",66,"Rifle",135
"129",2010,"323",962,5220,175,33,"Bulls",75,"Bow",18
"130",2010,"323",962,5220,175,33,"Cows",98,"Rifle",157
"131",2010,"324",1222,7328,257,39,"Bulls",139,"Bow",25
"132",2010,"324",1222,7328,257,39,"Cows",105,"Rifle",232
"133",2010,"325",1310,6816,212,41,"Bulls",141,"Bow",14
"134",2010,"325",1310,6816,212,41,"Cows",58,"Rifle",199
"135",2010,"326",461,2353,46,7,"Bulls",38,"Bow",0
"136",2010,"326",461,2353,46,7,"Cows",8,"Rifle",46
"137",2010,"327",994,4902,183,50,"Bulls",105,"Bow",14
"138",2010,"327",994,4902,183,50,"Cows",67,"Rifle",169
"139",2010,"328",549,3287,134,19,"Bulls",56,"Bow",12
"140",2010,"328",549,3287,134,19,"Cows",70,"Rifle",121
"141",2010,"329",1159,6534,260,49,"Bulls",128,"Bow",27
"142",2010,"329",1159,6534,260,49,"Cows",113,"Rifle",232
"143",2010,"330",1072,6474,156,42,"Bulls",95,"Bow",14
"144",2010,"330",1072,6474,156,42,"Cows",55,"Rifle",142
"145",2010,"331",1572,10380,251,25,"Bulls",111,"Bow",8
"146",2010,"331",1572,10380,251,25,"Cows",131,"Rifle",242
"147",2010,"332",1134,7491,246,18,"Bulls",155,"Bow",22
"148",2010,"332",1134,7491,246,18,"Cows",81,"Rifle",223
"149",2010,"333",858,5096,144,20,"Bulls",77,"Bow",6
"150",2010,"333",858,5096,144,20,"Cows",67,"Rifle",139
"151",2010,"334",509,2988,79,19,"Bulls",31,"Bow",16
"152",2010,"334",509,2988,79,19,"Cows",44,"Rifle",63
"153",2010,"335",1050,7727,206,31,"Bulls",95,"Bow",11
"154",2010,"335",1050,7727,206,31,"Cows",102,"Rifle",195
"155",2010,"339",1170,7329,315,26,"Bulls",65,"Bow",3
"156",2010,"339",1170,7329,315,26,"Cows",217,"Rifle",312
"157",2010,"340",1795,12753,309,50,"Bulls",146,"Bow",20
"158",2010,"340",1795,12753,309,50,"Cows",154,"Rifle",290
"159",2010,"341",540,3911,74,14,"Bulls",56,"Bow",3
"160",2010,"341",540,3911,74,14,"Cows",18,"Rifle",71
"161",2010,"343",1523,12707,313,22,"Bulls",92,"Bow",32
"162",2010,"343",1523,12707,313,22,"Cows",182,"Rifle",281
"163",2010,"350",1110,8345,164,22,"Bulls",108,"Bow",17
"164",2010,"350",1110,8345,164,22,"Cows",49,"Rifle",147
"165",2010,"360",2239,12750,639,123,"Bulls",249,"Bow",28
"166",2010,"360",2239,12750,639,123,"Cows",355,"Rifle",611
"167",2010,"361",501,3716,95,12,"Bulls",43,"Bow",18
"168",2010,"361",501,3716,95,12,"Cows",46,"Rifle",77
"169",2010,"362",929,6147,255,50,"Bulls",106,"Bow",24
"170",2010,"362",929,6147,255,50,"Cows",132,"Rifle",230
"171",2010,"370",643,4568,101,17,"Bulls",44,"Bow",3
"172",2010,"370",643,4568,101,17,"Cows",53,"Rifle",98
"173",2010,"380",3559,26178,738,84,"Bulls",312,"Bow",42
"174",2010,"380",3559,26178,738,84,"Cows",398,"Rifle",696
"175",2010,"388",184,780,11,0,"Bulls",3,"Bow",3
"176",2010,"388",184,780,11,0,"Cows",8,"Rifle",8
"177",2010,"390",704,4821,239,80,"Bulls",117,"Bow",6
"178",2010,"390",704,4821,239,80,"Cows",109,"Rifle",234
"179",2010,"391",1259,8177,377,102,"Bulls",212,"Bow",46
"180",2010,"391",1259,8177,377,102,"Cows",154,"Rifle",330
"181",2010,"392",1970,14498,488,69,"Bulls",161,"Bow",36
"182",2010,"392",1970,14498,488,69,"Cows",282,"Rifle",452
"183",2010,"393",1855,9948,507,117,"Bulls",222,"Bow",31
"184",2010,"393",1855,9948,507,117,"Cows",246,"Rifle",476
"185",2010,"400",106,691,16,3,"Bulls",8,"Bow",5
"186",2010,"400",106,691,16,3,"Cows",6,"Rifle",11
"187",2010,"401",285,1479,64,13,"Bulls",23,"Bow",14
"188",2010,"401",285,1479,64,13,"Cows",34,"Rifle",50
"189",2010,"403",11,83,0,0,"Bulls",0,"Bow",0
"190",2010,"403",11,83,0,0,"Cows",0,"Rifle",0
"191",2010,"404",143,689,14,6,"Bulls",8,"Bow",0
"192",2010,"404",143,689,14,6,"Cows",5,"Rifle",14
"193",2010,"405",31,173,3,3,"Bulls",3,"Bow",0
"194",2010,"405",31,173,3,3,"Cows",0,"Rifle",3
"195",2010,"406",44,239,3,0,"Bulls",0,"Bow",3
"196",2010,"406",44,239,3,0,"Cows",3,"Rifle",0
"197",2010,"410",1536,10625,390,149,"Bulls",199,"Bow",163
"198",2010,"410",1536,10625,390,149,"Cows",185,"Rifle",227
"199",2010,"411",1235,9518,339,128,"Bulls",186,"Bow",86
"200",2010,"411",1235,9518,339,128,"Cows",124,"Rifle",253
"201",2010,"412",363,2241,139,34,"Bulls",58,"Bow",17
"202",2010,"412",363,2241,139,34,"Cows",71,"Rifle",122
"203",2010,"413",1031,5795,175,42,"Bulls",94,"Bow",22
"204",2010,"413",1031,5795,175,42,"Cows",70,"Rifle",153
"205",2010,"415",176,1095,25,6,"Bulls",19,"Bow",3
"206",2010,"415",176,1095,25,6,"Cows",6,"Rifle",22
"207",2010,"416",1618,9559,315,74,"Bulls",160,"Bow",35
"208",2010,"416",1618,9559,315,74,"Cows",145,"Rifle",279
"209",2010,"417",508,2939,102,31,"Bulls",42,"Bow",11
"210",2010,"417",508,2939,102,31,"Cows",57,"Rifle",91
"211",2010,"418",478,2024,147,19,"Bulls",61,"Bow",8
"212",2010,"418",478,2024,147,19,"Cows",75,"Rifle",139
"213",2010,"419",108,503,19,8,"Bulls",14,"Bow",0
"214",2010,"419",108,503,19,8,"Cows",5,"Rifle",19
"215",2010,"420",452,2722,127,27,"Bulls",55,"Bow",20
"216",2010,"420",452,2722,127,27,"Cows",68,"Rifle",107
"217",2010,"421",362,1542,140,14,"Bulls",44,"Bow",8
"218",2010,"421",362,1542,140,14,"Cows",80,"Rifle",132
"219",2010,"422",422,2523,74,24,"Bulls",38,"Bow",8
"220",2010,"422",422,2523,74,24,"Cows",34,"Rifle",66
"221",2010,"423",449,2444,77,19,"Bulls",31,"Bow",6
"222",2010,"423",449,2444,77,19,"Cows",47,"Rifle",72
"223",2010,"424",360,1974,37,8,"Bulls",17,"Bow",3
"224",2010,"424",360,1974,37,8,"Cows",18,"Rifle",34
"225",2010,"425",509,2398,52,22,"Bulls",36,"Bow",0
"226",2010,"425",509,2398,52,22,"Cows",16,"Rifle",52
"227",2010,"426",112,489,23,4,"Bulls",6,"Bow",3
"228",2010,"426",112,489,23,4,"Cows",17,"Rifle",20
"229",2010,"432",872,4509,138,22,"Bulls",83,"Bow",3
"230",2010,"432",872,4509,138,22,"Cows",46,"Rifle",135
"231",2010,"441",481,2756,117,30,"Bulls",41,"Bow",8
"232",2010,"441",481,2756,117,30,"Cows",67,"Rifle",109
"233",2010,"442",883,4875,186,49,"Bulls",95,"Bow",13
"234",2010,"442",883,4875,186,49,"Cows",75,"Rifle",173
"235",2010,"444",184,908,26,11,"Bulls",19,"Bow",3
"236",2010,"444",184,908,26,11,"Cows",5,"Rifle",24
"237",2010,"445",836,3654,351,93,"Bulls",138,"Bow",19
"238",2010,"445",836,3654,351,93,"Cows",191,"Rifle",332
"239",2010,"446",1044,6177,345,72,"Bulls",152,"Bow",28
"240",2010,"446",1044,6177,345,72,"Cows",176,"Rifle",317
"241",2010,"447",542,3698,209,46,"Bulls",75,"Bow",24
"242",2010,"447",542,3698,209,46,"Cows",122,"Rifle",186
"243",2010,"448",1072,6095,176,13,"Bulls",80,"Bow",10
"244",2010,"448",1072,6095,176,13,"Cows",82,"Rifle",166
"245",2010,"449",582,3231,131,22,"Bulls",67,"Bow",19
"246",2010,"449",582,3231,131,22,"Cows",45,"Rifle",112
"247",2010,"450",140,1036,29,6,"Bulls",13,"Bow",5
"248",2010,"450",140,1036,29,6,"Cows",14,"Rifle",24
"249",2010,"452",594,2660,165,25,"Bulls",69,"Bow",17
"250",2010,"452",594,2660,165,25,"Cows",85,"Rifle",148
"251",2010,"454",891,5037,146,25,"Bulls",53,"Bow",8
"252",2010,"454",891,5037,146,25,"Cows",85,"Rifle",138
"253",2010,"455",203,1208,105,49,"Bulls",60,"Bow",14
"254",2010,"455",203,1208,105,49,"Cows",38,"Rifle",90
"255",2010,"471",34,165,3,0,"Bulls",3,"Bow",0
"256",2010,"471",34,165,3,0,"Cows",0,"Rifle",3
"257",2010,"500",256,1484,30,9,"Bulls",11,"Bow",8
"258",2010,"500",256,1484,30,9,"Cows",13,"Rifle",22
"259",2010,"502",144,847,7,3,"Bulls",5,"Bow",2
"260",2010,"502",144,847,7,3,"Cows",3,"Rifle",6
"261",2010,"510",48,189,3,0,"Bulls",0,"Bow",0
"262",2010,"510",48,189,3,0,"Cows",3,"Rifle",3
"263",2010,"511",234,1171,50,9,"Bulls",17,"Bow",3
"264",2010,"511",234,1171,50,9,"Cows",31,"Rifle",47
"265",2010,"520",970,5523,190,35,"Bulls",106,"Bow",30
"266",2010,"520",970,5523,190,35,"Cows",76,"Rifle",160
"267",2010,"530",353,1945,38,6,"Bulls",6,"Bow",3
"268",2010,"530",353,1945,38,6,"Cows",29,"Rifle",36
"269",2010,"540",1008,6608,234,33,"Bulls",94,"Bow",3
"270",2010,"540",1008,6608,234,33,"Cows",102,"Rifle",231
"271",2010,"560",770,4543,174,41,"Bulls",102,"Bow",6
"272",2010,"560",770,4543,174,41,"Cows",70,"Rifle",168
"273",2010,"570",313,1517,58,22,"Bulls",31,"Bow",6
"274",2010,"570",313,1517,58,22,"Cows",27,"Rifle",52
"275",2010,"575",414,2317,42,8,"Bulls",16,"Bow",2
"276",2010,"575",414,2317,42,8,"Cows",26,"Rifle",40
"277",2010,"580",1201,6155,385,106,"Bulls",185,"Bow",40
"278",2010,"580",1201,6155,385,106,"Cows",193,"Rifle",345
"279",2010,"590",1414,9516,365,131,"Bulls",178,"Bow",68
"280",2010,"590",1414,9516,365,131,"Cows",175,"Rifle",297
"281",2010,"600",105,453,3,3,"Bulls",3,"Bow",0
"282",2010,"600",105,453,3,3,"Cows",0,"Rifle",3
"283",2010,"620",760,5385,114,47,"Bulls",72,"Bow",61
"284",2010,"620",760,5385,114,47,"Cows",42,"Rifle",53
"285",2010,"621",499,3279,114,38,"Bulls",53,"Bow",23
"286",2010,"621",499,3279,114,38,"Cows",53,"Rifle",91
"287",2010,"622",740,4175,307,40,"Bulls",52,"Bow",22
"288",2010,"622",740,4175,307,40,"Cows",242,"Rifle",286
"289",2010,"630",79,432,10,0,"Bulls",0,"Bow",0
"290",2010,"630",79,432,10,0,"Cows",10,"Rifle",10
"291",2010,"631",287,1704,100,34,"Bulls",44,"Bow",35
"292",2010,"631",287,1704,100,34,"Cows",55,"Rifle",65
"293",2010,"632",136,978,36,18,"Bulls",26,"Bow",20
"294",2010,"632",136,978,36,18,"Cows",10,"Rifle",16
"295",2010,"640",21,237,17,0,"Bulls",11,"Bow",0
"296",2010,"640",21,237,17,0,"Cows",6,"Rifle",17
"297",2010,"651",51,364,18,6,"Bulls",16,"Bow",2
"298",2010,"651",51,364,18,6,"Cows",3,"Rifle",17
"299",2010,"670",42,193,8,2,"Bulls",5,"Bow",0
"300",2010,"670",42,193,8,2,"Cows",3,"Rifle",8
"301",2010,"680",53,261,3,1,"Bulls",1,"Bow",0
"302",2010,"680",53,261,3,1,"Cows",2,"Rifle",3
"303",2010,"690",298,1670,134,36,"Bulls",40,"Bow",16
"304",2010,"690",298,1670,134,36,"Cows",86,"Rifle",118
"305",2010,"700",1088,6584,387,130,"Bulls",181,"Bow",63
"306",2010,"700",1088,6584,387,130,"Cows",192,"Rifle",323
"307",2010,"701",215,1280,70,22,"Bulls",32,"Bow",17
"308",2010,"701",215,1280,70,22,"Cows",32,"Rifle",53
"309",2010,"702",326,1904,85,27,"Bulls",34,"Bow",17
"310",2010,"702",326,1904,85,27,"Cows",46,"Rifle",68
"311",2010,"703",127,918,12,0,"Bulls",10,"Bow",3
"312",2010,"703",127,918,12,0,"Cows",2,"Rifle",9
"313",2010,"704",745,5590,141,43,"Bulls",61,"Bow",36
"314",2010,"704",745,5590,141,43,"Cows",72,"Rifle",105
"315",2010,"705",239,1348,51,17,"Bulls",30,"Bow",10
"316",2010,"705",239,1348,51,17,"Cows",20,"Rifle",41
"317",2011,"100",1960,17773,120,20,"Bulls",78,"Bow",16
"318",2011,"100",1960,17773,120,20,"Cows",42,"Rifle",104
"319",2011,"101",1768,15824,110,6,"Bulls",42,"Bow",8
"320",2011,"101",1768,15824,110,6,"Cows",64,"Rifle",101
"321",2011,"102",1600,10220,53,3,"Bulls",31,"Bow",8
"322",2011,"102",1600,10220,53,3,"Cows",22,"Rifle",45
"323",2011,"103",1990,16409,78,14,"Bulls",36,"Bow",14
"324",2011,"103",1990,16409,78,14,"Cows",34,"Rifle",64
"325",2011,"104",1345,11658,85,39,"Bulls",61,"Bow",21
"326",2011,"104",1345,11658,85,39,"Cows",23,"Rifle",64
"327",2011,"109",386,3182,43,3,"Bulls",20,"Bow",0
"328",2011,"109",386,3182,43,3,"Cows",21,"Rifle",43
"329",2011,"110",1111,9126,32,8,"Bulls",22,"Bow",8
"330",2011,"110",1111,9126,32,8,"Cows",10,"Rifle",24
"331",2011,"120",1323,8962,62,20,"Bulls",42,"Bow",0
"332",2011,"120",1323,8962,62,20,"Cows",15,"Rifle",62
"333",2011,"121",2941,25891,361,86,"Bulls",229,"Bow",56
"334",2011,"121",2941,25891,361,86,"Cows",121,"Rifle",305
"335",2011,"122",1520,11821,91,17,"Bulls",53,"Bow",11
"336",2011,"122",1520,11821,91,17,"Cows",36,"Rifle",80
"337",2011,"123",673,4886,44,11,"Bulls",28,"Bow",0
"338",2011,"123",673,4886,44,11,"Cows",16,"Rifle",44
"339",2011,"124",512,3830,32,0,"Bulls",20,"Bow",3
"340",2011,"124",512,3830,32,0,"Cows",10,"Rifle",30
"341",2011,"130",1595,11068,66,14,"Bulls",45,"Bow",14
"342",2011,"130",1595,11068,66,14,"Cows",22,"Rifle",52
"343",2011,"132",591,4590,40,8,"Bulls",20,"Bow",3
"344",2011,"132",591,4590,40,8,"Cows",21,"Rifle",37
"345",2011,"140",919,6356,68,36,"Bulls",62,"Bow",17
"346",2011,"140",919,6356,68,36,"Cows",7,"Rifle",51
"347",2011,"141",199,1280,14,8,"Bulls",14,"Bow",0
"348",2011,"141",199,1280,14,8,"Cows",0,"Rifle",14
"349",2011,"150",519,3500,90,53,"Bulls",81,"Bow",0
"350",2011,"150",519,3500,90,53,"Cows",6,"Rifle",90
"351",2011,"151",93,657,17,8,"Bulls",14,"Bow",3
"352",2011,"151",93,657,17,8,"Cows",3,"Rifle",14
"353",2011,"170",341,2615,22,0,"Bulls",8,"Bow",0
"354",2011,"170",341,2615,22,0,"Cows",14,"Rifle",22
"355",2011,"200",648,5509,31,6,"Bulls",20,"Bow",3
"356",2011,"200",648,5509,31,6,"Cows",11,"Rifle",28
"357",2011,"201",1526,11206,91,14,"Bulls",47,"Bow",8
"358",2011,"201",1526,11206,91,14,"Cows",39,"Rifle",82
"359",2011,"202",1085,8528,70,22,"Bulls",55,"Bow",11
"360",2011,"202",1085,8528,70,22,"Cows",12,"Rifle",59
"361",2011,"203",1223,8081,69,11,"Bulls",31,"Bow",6
"362",2011,"203",1223,8081,69,11,"Cows",38,"Rifle",64
"363",2011,"204",1180,7764,67,14,"Bulls",47,"Bow",7
"364",2011,"204",1180,7764,67,14,"Cows",20,"Rifle",59
"365",2011,"210",1518,10498,322,25,"Bulls",87,"Bow",20
"366",2011,"210",1518,10498,322,25,"Cows",227,"Rifle",303
"367",2011,"211",489,3938,92,6,"Bulls",28,"Bow",5
"368",2011,"211",489,3938,92,6,"Cows",57,"Rifle",87
"369",2011,"212",1952,14347,378,72,"Bulls",214,"Bow",38
"370",2011,"212",1952,14347,378,72,"Cows",158,"Rifle",339
"371",2011,"213",714,5483,127,8,"Bulls",33,"Bow",6
"372",2011,"213",714,5483,127,8,"Cows",90,"Rifle",121
"373",2011,"214",600,4173,72,5,"Bulls",30,"Bow",10
"374",2011,"214",600,4173,72,5,"Cows",43,"Rifle",62
"375",2011,"215",2582,19512,493,48,"Bulls",212,"Bow",33
"376",2011,"215",2582,19512,493,48,"Cows",256,"Rifle",460
"377",2011,"216",435,2966,71,14,"Bulls",24,"Bow",6
"378",2011,"216",435,2966,71,14,"Cows",45,"Rifle",66
"379",2011,"240",1377,9168,109,17,"Bulls",59,"Bow",6
"380",2011,"240",1377,9168,109,17,"Cows",50,"Rifle",103
"381",2011,"250",262,1623,27,4,"Bulls",22,"Bow",0
"382",2011,"250",262,1623,27,4,"Cows",5,"Rifle",27
"383",2011,"260",252,2427,16,0,"Bulls",3,"Bow",6
"384",2011,"260",252,2427,16,0,"Cows",14,"Rifle",11
"385",2011,"261",769,5249,97,22,"Bulls",61,"Bow",19
"386",2011,"261",769,5249,97,22,"Cows",33,"Rifle",78
"387",2011,"270",2658,20754,318,73,"Bulls",226,"Bow",31
"388",2011,"270",2658,20754,318,73,"Cows",82,"Rifle",287
"389",2011,"280",372,2456,45,14,"Bulls",45,"Bow",3
"390",2011,"280",372,2456,45,14,"Cows",0,"Rifle",42
"391",2011,"281",1493,9854,137,13,"Bulls",80,"Bow",18
"392",2011,"281",1493,9854,137,13,"Cows",53,"Rifle",119
"393",2011,"282",163,1110,17,0,"Bulls",4,"Bow",0
"394",2011,"282",163,1110,17,0,"Cows",11,"Rifle",17
"395",2011,"283",1348,8851,107,14,"Bulls",43,"Bow",8
"396",2011,"283",1348,8851,107,14,"Cows",61,"Rifle",98
"397",2011,"284",122,693,6,0,"Bulls",3,"Bow",3
"398",2011,"284",122,693,6,0,"Cows",3,"Rifle",3
"399",2011,"285",1793,13001,129,22,"Bulls",67,"Bow",8
"400",2011,"285",1793,13001,129,22,"Cows",53,"Rifle",121
"401",2011,"290",272,1380,43,3,"Bulls",14,"Bow",8
"402",2011,"290",272,1380,43,3,"Cows",23,"Rifle",35
"403",2011,"291",958,5967,183,25,"Bulls",61,"Bow",14
"404",2011,"291",958,5967,183,25,"Cows",116,"Rifle",169
"405",2011,"292",1700,13199,175,39,"Bulls",87,"Bow",8
"406",2011,"292",1700,13199,175,39,"Cows",85,"Rifle",167
"407",2011,"293",1649,11427,149,39,"Bulls",126,"Bow",22
"408",2011,"293",1649,11427,149,39,"Cows",24,"Rifle",127
"409",2011,"298",817,4769,184,22,"Bulls",72,"Bow",0
"410",2011,"298",817,4769,184,22,"Cows",102,"Rifle",184
"411",2011,"300",1080,5953,233,16,"Bulls",103,"Bow",24
"412",2011,"300",1080,5953,233,16,"Cows",121,"Rifle",209
"413",2011,"301",1156,6060,136,31,"Bulls",91,"Bow",20
"414",2011,"301",1156,6060,136,31,"Cows",42,"Rifle",116
"415",2011,"302",803,4739,196,20,"Bulls",82,"Bow",7
"416",2011,"302",803,4739,196,20,"Cows",109,"Rifle",189
"417",2011,"309",178,1330,20,6,"Bulls",14,"Bow",0
"418",2011,"309",178,1330,20,6,"Cows",6,"Rifle",20
"419",2011,"310",922,6336,99,54,"Bulls",93,"Bow",30
