"Year","District","Species","Hunters","T_harvest","Bucks","Does","Bow","Rifle","four_plus","ung","Bulls","Cows","six_plus","p_success"
2014,"406","wt",NA,173,133,39,5,167,82,"deer",NA,NA,NA,NA
2014,"410","all_deer",NA,541,532,8,11,530,352,"deer",NA,NA,NA,NA
2014,"410","md",NA,443,440,3,9,434,279,"deer",NA,NA,NA,NA
2014,"410","wt",NA,98,93,6,2,96,73,"deer",NA,NA,NA,NA
2014,"411","all_deer",NA,1212,1086,123,53,1160,755,"deer",NA,NA,NA,NA
2014,"411","md",NA,505,505,0,14,490,335,"deer",NA,NA,NA,NA
2014,"411","wt",NA,708,582,123,38,670,420,"deer",NA,NA,NA,NA
2014,"412","all_deer",NA,632,618,14,9,624,398,"deer",NA,NA,NA,NA
2014,"412","md",NA,390,390,0,9,381,229,"deer",NA,NA,NA,NA
2014,"412","wt",NA,242,228,14,0,242,169,"deer",NA,NA,NA,NA
2014,"413","all_deer",NA,942,794,146,63,879,441,"deer",NA,NA,NA,NA
2014,"413","md",NA,627,534,90,30,597,258,"deer",NA,NA,NA,NA
2014,"413","wt",NA,316,260,56,33,283,184,"deer",NA,NA,NA,NA
2014,"415","all_deer",NA,6,3,3,0,6,3,"deer",NA,NA,NA,NA
2014,"415","wt",NA,6,3,3,0,6,3,"deer",NA,NA,NA,NA
2014,"416","all_deer",NA,283,233,50,21,262,141,"deer",NA,NA,NA,NA
2014,"416","md",NA,165,160,5,17,148,82,"deer",NA,NA,NA,NA
2014,"416","wt",NA,118,73,46,4,114,59,"deer",NA,NA,NA,NA
2014,"417","all_deer",NA,338,338,0,6,332,247,"deer",NA,NA,NA,NA
2014,"417","md",NA,318,318,0,3,315,236,"deer",NA,NA,NA,NA
2014,"417","wt",NA,20,20,0,3,17,11,"deer",NA,NA,NA,NA
2014,"418","all_deer",NA,173,164,9,11,161,102,"deer",NA,NA,NA,NA
2014,"418","md",NA,96,93,3,3,93,45,"deer",NA,NA,NA,NA
2014,"418","wt",NA,76,71,6,9,68,57,"deer",NA,NA,NA,NA
2014,"419","all_deer",NA,237,234,3,3,234,158,"deer",NA,NA,NA,NA
2014,"419","md",NA,200,200,0,3,197,132,"deer",NA,NA,NA,NA
2014,"419","wt",NA,37,34,3,0,37,26,"deer",NA,NA,NA,NA
2014,"420","all_deer",NA,45,40,6,0,45,23,"deer",NA,NA,NA,NA
2014,"420","md",NA,28,28,0,0,28,17,"deer",NA,NA,NA,NA
2014,"420","wt",NA,17,11,6,0,17,6,"deer",NA,NA,NA,NA
2014,"421","all_deer",NA,238,204,31,17,222,105,"deer",NA,NA,NA,NA
2014,"421","md",NA,159,141,18,14,145,59,"deer",NA,NA,NA,NA
2014,"421","wt",NA,79,62,13,3,76,45,"deer",NA,NA,NA,NA
2014,"422","all_deer",NA,153,133,17,3,150,96,"deer",NA,NA,NA,NA
2014,"422","md",NA,65,65,0,3,62,31,"deer",NA,NA,NA,NA
2014,"422","wt",NA,88,68,17,0,88,65,"deer",NA,NA,NA,NA
2014,"423","all_deer",NA,218,215,3,3,215,102,"deer",NA,NA,NA,NA
2014,"423","md",NA,150,150,0,3,147,68,"deer",NA,NA,NA,NA
2014,"423","wt",NA,68,65,3,0,68,34,"deer",NA,NA,NA,NA
2014,"424","all_deer",NA,54,54,0,9,45,28,"deer",NA,NA,NA,NA
2014,"424","md",NA,34,34,0,3,31,14,"deer",NA,NA,NA,NA
2014,"424","wt",NA,20,20,0,6,14,14,"deer",NA,NA,NA,NA
2014,"425","all_deer",NA,152,133,17,3,149,59,"deer",NA,NA,NA,NA
2014,"425","md",NA,68,65,0,0,68,11,"deer",NA,NA,NA,NA
2014,"425","wt",NA,84,68,17,3,82,48,"deer",NA,NA,NA,NA
2014,"426","all_deer",NA,497,493,4,6,492,344,"deer",NA,NA,NA,NA
2014,"426","md",NA,465,465,0,6,460,318,"deer",NA,NA,NA,NA
2014,"426","wt",NA,32,28,4,0,32,25,"deer",NA,NA,NA,NA
2014,"432","all_deer",NA,314,311,3,0,314,175,"deer",NA,NA,NA,NA
2014,"432","md",NA,252,252,0,0,252,133,"deer",NA,NA,NA,NA
2014,"432","wt",NA,62,59,3,0,62,42,"deer",NA,NA,NA,NA
2014,"441","all_deer",NA,281,233,40,2,279,178,"deer",NA,NA,NA,NA
2014,"441","md",NA,127,124,3,0,127,99,"deer",NA,NA,NA,NA
2014,"441","wt",NA,155,109,37,2,153,78,"deer",NA,NA,NA,NA
2014,"442","all_deer",NA,166,136,31,8,158,82,"deer",NA,NA,NA,NA
2014,"442","md",NA,96,96,0,0,96,59,"deer",NA,NA,NA,NA
2014,"442","wt",NA,70,40,31,8,62,23,"deer",NA,NA,NA,NA
2014,"444","all_deer",NA,467,326,136,26,441,242,"deer",NA,NA,NA,NA
2014,"444","md",NA,99,99,0,0,99,62,"deer",NA,NA,NA,NA
2014,"444","wt",NA,368,227,136,26,342,180,"deer",NA,NA,NA,NA
2014,"445","all_deer",NA,502,442,54,14,488,280,"deer",NA,NA,NA,NA
2014,"445","md",NA,256,256,0,6,250,141,"deer",NA,NA,NA,NA
2014,"445","wt",NA,246,186,54,9,237,138,"deer",NA,NA,NA,NA
2014,"446","all_deer",NA,319,267,44,20,299,172,"deer",NA,NA,NA,NA
2014,"446","md",NA,130,127,3,9,122,65,"deer",NA,NA,NA,NA
2014,"446","wt",NA,189,140,42,11,178,107,"deer",NA,NA,NA,NA
2014,"447","all_deer",NA,870,828,36,20,851,549,"deer",NA,NA,NA,NA
2014,"447","md",NA,650,642,8,9,642,396,"deer",NA,NA,NA,NA
2014,"447","wt",NA,220,186,28,11,209,153,"deer",NA,NA,NA,NA
2014,"448","all_deer",NA,181,164,17,11,170,88,"deer",NA,NA,NA,NA
2014,"448","md",NA,141,138,3,6,136,71,"deer",NA,NA,NA,NA
2014,"448","wt",NA,40,26,14,6,34,17,"deer",NA,NA,NA,NA
2014,"449","all_deer",NA,212,185,26,14,198,119,"deer",NA,NA,NA,NA
2014,"449","md",NA,127,127,0,6,122,62,"deer",NA,NA,NA,NA
2014,"449","wt",NA,84,58,26,8,77,57,"deer",NA,NA,NA,NA
2014,"450","all_deer",NA,161,122,34,0,161,79,"deer",NA,NA,NA,NA
2014,"450","md",NA,51,51,0,0,51,20,"deer",NA,NA,NA,NA
2014,"450","wt",NA,110,71,34,0,110,59,"deer",NA,NA,NA,NA
2014,"452","all_deer",NA,91,78,13,13,78,58,"deer",NA,NA,NA,NA
2014,"452","md",NA,47,47,0,9,39,36,"deer",NA,NA,NA,NA
2014,"452","wt",NA,44,31,13,5,39,23,"deer",NA,NA,NA,NA
2014,"454","all_deer",NA,207,189,17,3,204,99,"deer",NA,NA,NA,NA
2014,"454","md",NA,154,153,1,0,154,79,"deer",NA,NA,NA,NA
2014,"454","wt",NA,53,37,16,3,50,20,"deer",NA,NA,NA,NA
2014,"455","all_deer",NA,39,36,3,6,33,27,"deer",NA,NA,NA,NA
2014,"455","md",NA,18,18,0,3,15,14,"deer",NA,NA,NA,NA
2014,"455","wt",NA,21,18,3,3,18,14,"deer",NA,NA,NA,NA
2014,"471","all_deer",NA,256,255,2,0,256,158,"deer",NA,NA,NA,NA
2014,"471","md",NA,224,224,0,0,224,144,"deer",NA,NA,NA,NA
2014,"471","wt",NA,33,31,2,0,33,14,"deer",NA,NA,NA,NA
2014,"500","all_deer",NA,591,561,28,17,575,241,"deer",NA,NA,NA,NA
2014,"500","md",NA,487,487,0,11,476,195,"deer",NA,NA,NA,NA
2014,"500","wt",NA,105,74,28,6,99,45,"deer",NA,NA,NA,NA
2014,"502","all_deer",NA,522,483,34,6,516,203,"deer",NA,NA,NA,NA
2014,"502","md",NA,372,369,0,3,369,135,"deer",NA,NA,NA,NA
2014,"502","wt",NA,150,113,34,3,147,68,"deer",NA,NA,NA,NA
2014,"510","all_deer",NA,210,196,14,3,207,125,"deer",NA,NA,NA,NA
2014,"510","md",NA,173,170,3,0,173,105,"deer",NA,NA,NA,NA
2014,"510","wt",NA,37,26,11,3,34,20,"deer",NA,NA,NA,NA
2014,"511","all_deer",NA,204,204,0,0,204,130,"deer",NA,NA,NA,NA
2014,"511","md",NA,110,110,0,0,110,59,"deer",NA,NA,NA,NA
2014,"511","wt",NA,93,93,0,0,93,71,"deer",NA,NA,NA,NA
2014,"520","all_deer",NA,876,645,205,21,854,385,"deer",NA,NA,NA,NA
2014,"520","md",NA,300,300,0,6,294,122,"deer",NA,NA,NA,NA
2014,"520","wt",NA,576,345,205,16,560,263,"deer",NA,NA,NA,NA
2014,"530","all_deer",NA,453,417,36,5,448,296,"deer",NA,NA,NA,NA
2014,"530","md",NA,333,327,6,3,330,226,"deer",NA,NA,NA,NA
2014,"530","wt",NA,121,90,31,3,118,70,"deer",NA,NA,NA,NA
2014,"540","all_deer",NA,233,216,11,0,233,100,"deer",NA,NA,NA,NA
2014,"540","md",NA,153,153,0,0,153,59,"deer",NA,NA,NA,NA
2014,"540","wt",NA,80,64,11,0,80,41,"deer",NA,NA,NA,NA
2014,"560","all_deer",NA,764,641,115,31,733,427,"deer",NA,NA,NA,NA
2014,"560","md",NA,358,358,0,11,346,219,"deer",NA,NA,NA,NA
2014,"560","wt",NA,406,283,115,20,386,208,"deer",NA,NA,NA,NA
2014,"570","all_deer",NA,649,601,40,17,632,385,"deer",NA,NA,NA,NA
2014,"570","md",NA,382,379,0,6,376,212,"deer",NA,NA,NA,NA
2014,"570","wt",NA,267,222,40,11,256,173,"deer",NA,NA,NA,NA
2014,"575","all_deer",NA,1286,1064,212,25,1260,498,"deer",NA,NA,NA,NA
2014,"575","md",NA,631,623,9,3,628,215,"deer",NA,NA,NA,NA
2014,"575","wt",NA,655,441,204,23,632,283,"deer",NA,NA,NA,NA
2014,"580","all_deer",NA,915,830,85,32,883,566,"deer",NA,NA,NA,NA
2014,"580","md",NA,455,452,3,17,438,263,"deer",NA,NA,NA,NA
2014,"580","wt",NA,461,379,82,15,445,304,"deer",NA,NA,NA,NA
2014,"590","all_deer",NA,1275,1173,96,54,1221,718,"deer",NA,NA,NA,NA
2014,"590","md",NA,928,893,33,14,914,514,"deer",NA,NA,NA,NA
2014,"590","wt",NA,347,281,63,40,307,204,"deer",NA,NA,NA,NA
2014,"600","all_deer",NA,789,772,17,9,781,504,"deer",NA,NA,NA,NA
2014,"600","md",NA,603,600,3,0,603,373,"deer",NA,NA,NA,NA
2014,"600","wt",NA,187,173,14,9,178,130,"deer",NA,NA,NA,NA
2014,"611","all_deer",NA,403,392,11,6,398,324,"deer",NA,NA,NA,NA
2014,"611","md",NA,284,284,0,0,284,225,"deer",NA,NA,NA,NA
2014,"611","wt",NA,119,107,11,6,113,99,"deer",NA,NA,NA,NA
2014,"620","all_deer",NA,483,469,14,6,478,348,"deer",NA,NA,NA,NA
2014,"620","md",NA,413,404,9,6,407,291,"deer",NA,NA,NA,NA
2014,"620","wt",NA,71,65,6,0,71,57,"deer",NA,NA,NA,NA
2014,"621","all_deer",NA,226,226,0,3,223,158,"deer",NA,NA,NA,NA
2014,"621","md",NA,206,206,0,3,203,147,"deer",NA,NA,NA,NA
2014,"621","wt",NA,20,20,0,0,20,11,"deer",NA,NA,NA,NA
2014,"622","all_deer",NA,68,68,0,0,68,57,"deer",NA,NA,NA,NA
2014,"622","md",NA,62,62,0,0,62,51,"deer",NA,NA,NA,NA
2014,"622","wt",NA,6,6,0,0,6,6,"deer",NA,NA,NA,NA
2014,"630","all_deer",NA,329,326,3,9,320,229,"deer",NA,NA,NA,NA
2014,"630","md",NA,224,224,0,3,221,144,"deer",NA,NA,NA,NA
2014,"630","wt",NA,105,102,3,6,99,85,"deer",NA,NA,NA,NA
2014,"631","all_deer",NA,42,42,0,0,42,20,"deer",NA,NA,NA,NA
2014,"631","md",NA,40,40,0,0,40,17,"deer",NA,NA,NA,NA
2014,"631","wt",NA,3,3,0,0,3,3,"deer",NA,NA,NA,NA
2014,"632","all_deer",NA,85,82,3,3,82,42,"deer",NA,NA,NA,NA
2014,"632","md",NA,82,79,3,3,79,39,"deer",NA,NA,NA,NA
2014,"632","wt",NA,3,3,0,0,3,3,"deer",NA,NA,NA,NA
2014,"640","all_deer",NA,692,686,6,14,678,559,"deer",NA,NA,NA,NA
2014,"640","md",NA,378,378,0,6,373,274,"deer",NA,NA,NA,NA
2014,"640","wt",NA,314,308,6,9,305,286,"deer",NA,NA,NA,NA
2014,"641","all_deer",NA,201,186,11,0,201,167,"deer",NA,NA,NA,NA
2014,"641","md",NA,45,45,0,0,45,31,"deer",NA,NA,NA,NA
2014,"641","wt",NA,155,141,11,0,155,136,"deer",NA,NA,NA,NA
2014,"650","all_deer",NA,415,398,17,6,410,302,"deer",NA,NA,NA,NA
2014,"650","md",NA,257,254,3,6,251,181,"deer",NA,NA,NA,NA
2014,"650","wt",NA,158,144,14,0,158,122,"deer",NA,NA,NA,NA
2014,"651","all_deer",NA,582,548,31,14,568,429,"deer",NA,NA,NA,NA
2014,"651","md",NA,379,367,9,0,379,269,"deer",NA,NA,NA,NA
2014,"651","wt",NA,203,181,23,14,189,161,"deer",NA,NA,NA,NA
2014,"652","all_deer",NA,33,30,0,0,33,20,"deer",NA,NA,NA,NA
2014,"652","md",NA,24,24,0,0,24,17,"deer",NA,NA,NA,NA
2014,"652","wt",NA,9,6,0,0,9,3,"deer",NA,NA,NA,NA
2014,"670","all_deer",NA,994,977,14,20,974,793,"deer",NA,NA,NA,NA
2014,"670","md",NA,711,708,0,9,703,556,"deer",NA,NA,NA,NA
2014,"670","wt",NA,283,269,14,11,271,237,"deer",NA,NA,NA,NA
2014,"680","all_deer",NA,314,311,3,3,311,212,"deer",NA,NA,NA,NA
2014,"680","md",NA,294,294,0,3,291,198,"deer",NA,NA,NA,NA
2014,"680","wt",NA,20,17,3,0,20,14,"deer",NA,NA,NA,NA
2014,"690","all_deer",NA,1121,1093,28,9,1113,796,"deer",NA,NA,NA,NA
2014,"690","md",NA,875,873,3,6,870,610,"deer",NA,NA,NA,NA
2014,"690","wt",NA,246,221,25,3,243,187,"deer",NA,NA,NA,NA
2014,"700","all_deer",NA,1807,1500,295,42,1765,999,"deer",NA,NA,NA,NA
2014,"700","md",NA,1215,1209,6,34,1181,802,"deer",NA,NA,NA,NA
2014,"700","wt",NA,592,291,290,8,584,198,"deer",NA,NA,NA,NA
2014,"701","all_deer",NA,2031,1625,401,73,1958,1182,"deer",NA,NA,NA,NA
2014,"701","md",NA,1086,1080,6,14,1072,721,"deer",NA,NA,NA,NA
2014,"701","wt",NA,946,545,395,59,887,461,"deer",NA,NA,NA,NA
2014,"702","all_deer",NA,1189,1059,130,61,1128,777,"deer",NA,NA,NA,NA
2014,"702","md",NA,934,912,21,41,892,655,"deer",NA,NA,NA,NA
2014,"702","wt",NA,255,147,108,20,236,121,"deer",NA,NA,NA,NA
2014,"703","all_deer",NA,2192,1751,433,86,2107,1354,"deer",NA,NA,NA,NA
2014,"703","md",NA,1149,1135,14,27,1121,823,"deer",NA,NA,NA,NA
2014,"703","wt",NA,1044,616,420,58,985,531,"deer",NA,NA,NA,NA
2014,"704","all_deer",NA,2648,2365,275,90,2559,1739,"deer",NA,NA,NA,NA
2014,"704","md",NA,2016,2013,3,45,1970,1429,"deer",NA,NA,NA,NA
2014,"704","wt",NA,633,352,273,45,588,309,"deer",NA,NA,NA,NA
2014,"705","all_deer",NA,2821,2402,400,87,2734,1743,"deer",NA,NA,NA,NA
2014,"705","md",NA,1800,1789,11,54,1747,1195,"deer",NA,NA,NA,NA
2014,"705","wt",NA,1021,613,388,34,987,549,"deer",NA,NA,NA,NA
2015,"100","all_deer",NA,1016,949,58,17,995,525,"deer",NA,NA,NA,NA
2015,"100","md",NA,115,115,0,6,109,46,"deer",NA,NA,NA,NA
2015,"100","wt",NA,901,834,58,12,886,479,"deer",NA,NA,NA,NA
2015,"101","all_deer",NA,1199,983,202,12,1187,520,"deer",NA,NA,NA,NA
2015,"101","md",NA,57,55,3,0,57,23,"deer",NA,NA,NA,NA
2015,"101","wt",NA,1142,928,199,12,1130,497,"deer",NA,NA,NA,NA
2015,"102","all_deer",NA,1050,851,196,28,1022,491,"deer",NA,NA,NA,NA
2015,"102","md",NA,49,49,0,0,49,23,"deer",NA,NA,NA,NA
2015,"102","wt",NA,1001,802,196,28,973,468,"deer",NA,NA,NA,NA
2015,"103","all_deer",NA,972,879,88,17,955,482,"deer",NA,NA,NA,NA
2015,"103","md",NA,115,115,0,0,115,49,"deer",NA,NA,NA,NA
2015,"103","wt",NA,858,764,88,17,840,433,"deer",NA,NA,NA,NA
2015,"104","all_deer",NA,555,512,43,17,538,295,"deer",NA,NA,NA,NA
2015,"104","md",NA,83,81,3,0,83,43,"deer",NA,NA,NA,NA
2015,"104","wt",NA,472,432,40,17,455,252,"deer",NA,NA,NA,NA
2015,"109","all_deer",NA,306,210,93,2,304,121,"deer",NA,NA,NA,NA
2015,"109","md",NA,39,37,2,0,39,9,"deer",NA,NA,NA,NA
2015,"109","wt",NA,267,173,91,2,265,113,"deer",NA,NA,NA,NA
2015,"110","all_deer",NA,431,378,53,17,408,217,"deer",NA,NA,NA,NA
2015,"110","md",NA,26,26,0,0,26,14,"deer",NA,NA,NA,NA
2015,"110","wt",NA,405,352,53,17,382,203,"deer",NA,NA,NA,NA
2015,"120","all_deer",NA,851,639,191,31,820,362,"deer",NA,NA,NA,NA
2015,"120","md",NA,42,37,5,0,42,12,"deer",NA,NA,NA,NA
2015,"120","wt",NA,809,602,187,31,778,351,"deer",NA,NA,NA,NA
2015,"121","all_deer",NA,1274,1033,236,35,1236,597,"deer",NA,NA,NA,NA
2015,"121","md",NA,98,92,6,0,98,46,"deer",NA,NA,NA,NA
2015,"121","wt",NA,1176,941,230,35,1139,551,"deer",NA,NA,NA,NA
2015,"122","all_deer",NA,998,714,273,31,968,395,"deer",NA,NA,NA,NA
2015,"122","md",NA,172,169,3,12,161,60,"deer",NA,NA,NA,NA
2015,"122","wt",NA,826,545,270,19,807,335,"deer",NA,NA,NA,NA
2015,"123","all_deer",NA,241,224,17,3,238,126,"deer",NA,NA,NA,NA
2015,"123","md",NA,20,20,0,0,20,6,"deer",NA,NA,NA,NA
2015,"123","wt",NA,221,204,17,3,218,120,"deer",NA,NA,NA,NA
2015,"124","all_deer",NA,229,151,77,5,222,96,"deer",NA,NA,NA,NA
2015,"124","md",NA,29,29,0,0,29,17,"deer",NA,NA,NA,NA
2015,"124","wt",NA,201,122,77,5,193,79,"deer",NA,NA,NA,NA
2015,"130","all_deer",NA,622,541,78,3,619,327,"deer",NA,NA,NA,NA
2015,"130","md",NA,24,24,0,0,24,16,"deer",NA,NA,NA,NA
2015,"130","wt",NA,597,517,78,3,594,311,"deer",NA,NA,NA,NA
2015,"132","all_deer",NA,389,293,90,20,368,190,"deer",NA,NA,NA,NA
2015,"132","md",NA,14,14,0,0,14,14,"deer",NA,NA,NA,NA
2015,"132","wt",NA,374,279,90,20,354,175,"deer",NA,NA,NA,NA
2015,"140","all_deer",NA,152,141,12,3,150,92,"deer",NA,NA,NA,NA
2015,"140","md",NA,23,23,0,0,23,17,"deer",NA,NA,NA,NA
2015,"140","wt",NA,129,118,12,3,127,75,"deer",NA,NA,NA,NA
2015,"141","all_deer",NA,12,9,0,0,12,6,"deer",NA,NA,NA,NA
2015,"141","md",NA,6,3,0,0,6,3,"deer",NA,NA,NA,NA
2015,"141","wt",NA,6,6,0,0,6,3,"deer",NA,NA,NA,NA
2015,"150","all_deer",NA,26,26,0,0,26,14,"deer",NA,NA,NA,NA
2015,"150","md",NA,20,20,0,0,20,11,"deer",NA,NA,NA,NA
2015,"150","wt",NA,6,6,0,0,6,3,"deer",NA,NA,NA,NA
2015,"151","all_deer",NA,6,6,0,0,6,6,"deer",NA,NA,NA,NA
2015,"151","md",NA,3,3,0,0,3,3,"deer",NA,NA,NA,NA
2015,"151","wt",NA,3,3,0,0,3,3,"deer",NA,NA,NA,NA
2015,"170","all_deer",NA,1604,568,995,198,1405,344,"deer",NA,NA,NA,NA
2015,"170","md",NA,26,12,12,3,23,3,"deer",NA,NA,NA,NA
2015,"170","wt",NA,1578,557,983,195,1382,341,"deer",NA,NA,NA,NA
2015,"200","all_deer",NA,164,141,20,0,164,80,"deer",NA,NA,NA,NA
2015,"200","md",NA,12,12,0,0,12,9,"deer",NA,NA,NA,NA
2015,"200","wt",NA,152,129,20,0,152,72,"deer",NA,NA,NA,NA
2015,"201","all_deer",NA,512,431,80,6,506,223,"deer",NA,NA,NA,NA
2015,"201","md",NA,79,79,0,3,76,33,"deer",NA,NA,NA,NA
2015,"201","wt",NA,433,352,80,3,430,190,"deer",NA,NA,NA,NA
2015,"202","all_deer",NA,428,383,45,0,425,240,"deer",NA,NA,NA,NA
2015,"202","md",NA,81,81,0,0,81,50,"deer",NA,NA,NA,NA
2015,"202","wt",NA,347,302,45,0,344,190,"deer",NA,NA,NA,NA
2015,"203","all_deer",NA,361,333,28,9,349,195,"deer",NA,NA,NA,NA
2015,"203","md",NA,121,121,0,0,121,63,"deer",NA,NA,NA,NA
2015,"203","wt",NA,240,213,28,9,229,132,"deer",NA,NA,NA,NA
2015,"204","all_deer",NA,493,369,115,62,428,223,"deer",NA,NA,NA,NA
2015,"204","md",NA,166,138,28,10,153,81,"deer",NA,NA,NA,NA
2015,"204","wt",NA,326,231,87,51,275,142,"deer",NA,NA,NA,NA
2015,"210","all_deer",NA,210,178,29,0,210,114,"deer",NA,NA,NA,NA
2015,"210","md",NA,44,44,0,0,44,22,"deer",NA,NA,NA,NA
2015,"210","wt",NA,166,134,29,0,166,91,"deer",NA,NA,NA,NA
2015,"211","all_deer",NA,71,62,9,3,68,25,"deer",NA,NA,NA,NA
2015,"211","md",NA,19,19,0,3,16,8,"deer",NA,NA,NA,NA
2015,"211","wt",NA,52,43,9,0,52,17,"deer",NA,NA,NA,NA
2015,"212","all_deer",NA,608,432,167,54,548,195,"deer",NA,NA,NA,NA
2015,"212","md",NA,265,211,49,10,252,81,"deer",NA,NA,NA,NA
2015,"212","wt",NA,340,221,118,44,296,114,"deer",NA,NA,NA,NA
2015,"213","all_deer",NA,216,171,43,13,203,92,"deer",NA,NA,NA,NA
2015,"213","md",NA,121,98,22,12,109,43,"deer",NA,NA,NA,NA
2015,"213","wt",NA,96,72,21,2,94,49,"deer",NA,NA,NA,NA
2015,"214","all_deer",NA,123,114,9,10,110,59,"deer",NA,NA,NA,NA
2015,"214","md",NA,54,54,0,10,44,21,"deer",NA,NA,NA,NA
2015,"214","wt",NA,69,60,9,0,66,38,"deer",NA,NA,NA,NA
2015,"215","all_deer",NA,393,301,83,27,366,153,"deer",NA,NA,NA,NA
2015,"215","md",NA,164,138,27,21,143,47,"deer",NA,NA,NA,NA
2015,"215","wt",NA,228,163,56,6,223,106,"deer",NA,NA,NA,NA
2015,"216","all_deer",NA,167,152,12,3,164,81,"deer",NA,NA,NA,NA
2015,"216","md",NA,89,86,0,0,89,43,"deer",NA,NA,NA,NA
2015,"216","wt",NA,78,66,12,3,75,37,"deer",NA,NA,NA,NA
2015,"240","all_deer",NA,684,550,128,71,613,268,"deer",NA,NA,NA,NA
2015,"240","md",NA,106,106,0,3,104,35,"deer",NA,NA,NA,NA
2015,"240","wt",NA,577,443,128,68,509,234,"deer",NA,NA,NA,NA
2015,"250","all_deer",NA,88,67,19,2,87,35,"deer",NA,NA,NA,NA
2015,"250","md",NA,21,21,0,2,19,21,"deer",NA,NA,NA,NA
2015,"250","wt",NA,68,46,19,0,68,14,"deer",NA,NA,NA,NA
2015,"260","all_deer",NA,709,201,502,541,169,140,"deer",NA,NA,NA,NA
2015,"260","md",NA,12,8,4,5,7,5,"deer",NA,NA,NA,NA
2015,"260","wt",NA,698,193,499,535,162,135,"deer",NA,NA,NA,NA
2015,"261","all_deer",NA,146,108,38,25,121,77,"deer",NA,NA,NA,NA
2015,"261","md",NA,13,12,1,3,10,12,"deer",NA,NA,NA,NA
2015,"261","wt",NA,133,97,36,22,111,65,"deer",NA,NA,NA,NA
2015,"262","all_deer",NA,371,132,237,73,296,80,"deer",NA,NA,NA,NA
2015,"262","md",NA,62,6,56,2,60,3,"deer",NA,NA,NA,NA
2015,"262","wt",NA,309,126,181,71,236,77,"deer",NA,NA,NA,NA
2015,"270","all_deer",NA,326,263,58,19,307,164,"deer",NA,NA,NA,NA
2015,"270","md",NA,56,56,0,6,50,45,"deer",NA,NA,NA,NA
2015,"270","wt",NA,270,207,58,13,258,119,"deer",NA,NA,NA,NA
2015,"280","all_deer",NA,17,17,0,0,17,6,"deer",NA,NA,NA,NA
2015,"280","md",NA,11,11,0,0,11,3,"deer",NA,NA,NA,NA
2015,"280","wt",NA,6,6,0,0,6,3,"deer",NA,NA,NA,NA
2015,"281","all_deer",NA,371,319,51,8,363,205,"deer",NA,NA,NA,NA
2015,"281","md",NA,56,56,0,2,54,28,"deer",NA,NA,NA,NA
2015,"281","wt",NA,315,263,51,6,309,176,"deer",NA,NA,NA,NA
2015,"282","all_deer",NA,70,52,18,3,67,34,"deer",NA,NA,NA,NA
2015,"282","wt",NA,70,52,18,3,67,34,"deer",NA,NA,NA,NA
2015,"283","all_deer",NA,352,275,77,37,315,147,"deer",NA,NA,NA,NA
2015,"283","md",NA,44,44,0,2,42,15,"deer",NA,NA,NA,NA
2015,"283","wt",NA,309,232,77,36,273,132,"deer",NA,NA,NA,NA
2015,"284","all_deer",NA,72,69,3,17,54,40,"deer",NA,NA,NA,NA
2015,"284","md",NA,14,14,0,3,11,9,"deer",NA,NA,NA,NA
2015,"284","wt",NA,57,55,3,14,43,32,"deer",NA,NA,NA,NA
2015,"285","all_deer",NA,785,643,134,16,769,339,"deer",NA,NA,NA,NA
2015,"285","md",NA,60,60,0,0,60,35,"deer",NA,NA,NA,NA
2015,"285","wt",NA,725,583,134,16,709,304,"deer",NA,NA,NA,NA
2015,"290","all_deer",NA,100,50,50,48,52,34,"deer",NA,NA,NA,NA
2015,"290","md",NA,8,6,2,1,6,1,"deer",NA,NA,NA,NA
2015,"290","wt",NA,92,44,48,46,46,32,"deer",NA,NA,NA,NA
2015,"291","all_deer",NA,103,94,6,2,98,65,"deer",NA,NA,NA,NA
2015,"291","md",NA,57,57,0,2,53,48,"deer",NA,NA,NA,NA
2015,"291","wt",NA,46,37,6,0,46,17,"deer",NA,NA,NA,NA
2015,"292","all_deer",NA,570,510,58,21,549,223,"deer",NA,NA,NA,NA
2015,"292","md",NA,250,247,3,10,240,59,"deer",NA,NA,NA,NA
2015,"292","wt",NA,321,263,55,12,309,164,"deer",NA,NA,NA,NA
2015,"293","all_deer",NA,343,305,38,23,320,117,"deer",NA,NA,NA,NA
2015,"293","md",NA,192,189,3,17,175,46,"deer",NA,NA,NA,NA
2015,"293","wt",NA,151,116,35,6,146,71,"deer",NA,NA,NA,NA
2015,"298","all_deer",NA,77,75,3,0,77,49,"deer",NA,NA,NA,NA
2015,"298","md",NA,20,20,0,0,20,3,"deer",NA,NA,NA,NA
2015,"298","wt",NA,57,55,3,0,57,46,"deer",NA,NA,NA,NA
2015,"300","all_deer",NA,141,89,50,3,139,44,"deer",NA,NA,NA,NA
2015,"300","md",NA,85,66,16,0,85,33,"deer",NA,NA,NA,NA
2015,"300","wt",NA,56,23,33,3,54,12,"deer",NA,NA,NA,NA
2015,"301","all_deer",NA,174,123,51,20,154,95,"deer",NA,NA,NA,NA
2015,"301","md",NA,66,66,0,6,60,40,"deer",NA,NA,NA,NA
2015,"301","wt",NA,108,57,51,14,94,55,"deer",NA,NA,NA,NA
2015,"302","all_deer",NA,204,188,14,2,202,107,"deer",NA,NA,NA,NA
2015,"302","md",NA,176,176,0,2,174,101,"deer",NA,NA,NA,NA
