"Year","District","Species","Hunters","Days","N","four_plus","Sex","n_sex","Weapon","n_weapon","ung","six_plus"
2017,"313","wt",820,4925,78,29,"Bucks",32,"Bow",6,"deer",NA
2017,"313","wt",820,4925,78,29,"Does",46,"Rifle",72,"deer",NA
2017,"314","all_deer",1189,7060,456,212,"Bucks",327,"Bow",29,"deer",NA
2017,"314","all_deer",1189,7060,456,212,"Does",126,"Rifle",426,"deer",NA
2017,"314","md",1189,7060,218,129,"Bucks",215,"Bow",9,"deer",NA
2017,"314","md",1189,7060,218,129,"Does",3,"Rifle",209,"deer",NA
2017,"314","wt",1189,7060,238,83,"Bucks",112,"Bow",21,"deer",NA
2017,"314","wt",1189,7060,238,83,"Does",123,"Rifle",218,"deer",NA
2017,"315","all_deer",1674,8056,919,350,"Bucks",555,"Bow",29,"deer",NA
2017,"315","all_deer",1674,8056,919,350,"Does",349,"Rifle",891,"deer",NA
2017,"315","md",1674,8056,265,133,"Bucks",260,"Bow",9,"deer",NA
2017,"315","md",1674,8056,265,133,"Does",5,"Rifle",256,"deer",NA
2017,"315","wt",1674,8056,654,217,"Bucks",295,"Bow",20,"deer",NA
2017,"315","wt",1674,8056,654,217,"Does",344,"Rifle",634,"deer",NA
2017,"316","all_deer",111,643,32,15,"Bucks",24,"Bow",0,"deer",NA
2017,"316","all_deer",111,643,32,15,"Does",9,"Rifle",32,"deer",NA
2017,"316","md",111,643,30,15,"Bucks",24,"Bow",0,"deer",NA
2017,"316","md",111,643,30,15,"Does",6,"Rifle",30,"deer",NA
2017,"316","wt",111,643,3,0,"Bucks",0,"Bow",0,"deer",NA
2017,"316","wt",111,643,3,0,"Does",3,"Rifle",3,"deer",NA
2017,"317","all_deer",1183,7523,884,298,"Bucks",480,"Bow",63,"deer",NA
2017,"317","all_deer",1183,7523,884,298,"Does",400,"Rifle",821,"deer",NA
2017,"317","md",1183,7523,247,124,"Bucks",244,"Bow",15,"deer",NA
2017,"317","md",1183,7523,247,124,"Does",3,"Rifle",232,"deer",NA
2017,"317","wt",1183,7523,637,175,"Bucks",236,"Bow",48,"deer",NA
2017,"317","wt",1183,7523,637,175,"Does",398,"Rifle",589,"deer",NA
2017,"318","all_deer",354,2113,125,44,"Bucks",88,"Bow",6,"deer",NA
2017,"318","all_deer",354,2113,125,44,"Does",36,"Rifle",119,"deer",NA
2017,"318","md",354,2113,98,38,"Bucks",75,"Bow",6,"deer",NA
2017,"318","md",354,2113,98,38,"Does",22,"Rifle",92,"deer",NA
2017,"318","wt",354,2113,27,6,"Bucks",13,"Bow",0,"deer",NA
2017,"318","wt",354,2113,27,6,"Does",14,"Rifle",27,"deer",NA
2017,"319","all_deer",477,3389,117,37,"Bucks",68,"Bow",6,"deer",NA
2017,"319","all_deer",477,3389,117,37,"Does",48,"Rifle",110,"deer",NA
2017,"319","md",477,3389,88,34,"Bucks",60,"Bow",5,"deer",NA
2017,"319","md",477,3389,88,34,"Does",28,"Rifle",83,"deer",NA
2017,"319","wt",477,3389,29,3,"Bucks",9,"Bow",2,"deer",NA
2017,"319","wt",477,3389,29,3,"Does",20,"Rifle",28,"deer",NA
2017,"320","all_deer",1490,8156,983,406,"Bucks",581,"Bow",89,"deer",NA
2017,"320","all_deer",1490,8156,983,406,"Does",399,"Rifle",893,"deer",NA
2017,"320","md",1490,8156,269,101,"Bucks",214,"Bow",12,"deer",NA
2017,"320","md",1490,8156,269,101,"Does",56,"Rifle",258,"deer",NA
2017,"320","wt",1490,8156,713,305,"Bucks",367,"Bow",77,"deer",NA
2017,"320","wt",1490,8156,713,305,"Does",343,"Rifle",636,"deer",NA
2017,"321","all_deer",451,2818,87,28,"Bucks",48,"Bow",12,"deer",NA
2017,"321","all_deer",451,2818,87,28,"Does",38,"Rifle",75,"deer",NA
2017,"321","md",451,2818,32,6,"Bucks",15,"Bow",6,"deer",NA
2017,"321","md",451,2818,32,6,"Does",18,"Rifle",26,"deer",NA
2017,"321","wt",451,2818,54,22,"Bucks",34,"Bow",6,"deer",NA
2017,"321","wt",451,2818,54,22,"Does",21,"Rifle",49,"deer",NA
2017,"322","all_deer",1303,6749,950,311,"Bucks",469,"Bow",59,"deer",NA
2017,"322","all_deer",1303,6749,950,311,"Does",477,"Rifle",891,"deer",NA
2017,"322","md",1303,6749,230,65,"Bucks",172,"Bow",6,"deer",NA
2017,"322","md",1303,6749,230,65,"Does",58,"Rifle",224,"deer",NA
2017,"322","wt",1303,6749,720,246,"Bucks",297,"Bow",53,"deer",NA
2017,"322","wt",1303,6749,720,246,"Does",420,"Rifle",667,"deer",NA
2017,"323","all_deer",495,3272,77,21,"Bucks",53,"Bow",3,"deer",NA
2017,"323","all_deer",495,3272,77,21,"Does",24,"Rifle",74,"deer",NA
2017,"323","md",495,3272,53,18,"Bucks",47,"Bow",3,"deer",NA
2017,"323","md",495,3272,53,18,"Does",6,"Rifle",50,"deer",NA
2017,"323","wt",495,3272,24,3,"Bucks",6,"Bow",0,"deer",NA
2017,"323","wt",495,3272,24,3,"Does",18,"Rifle",24,"deer",NA
2017,"324","all_deer",416,2639,84,42,"Bucks",62,"Bow",13,"deer",NA
2017,"324","all_deer",416,2639,84,42,"Does",22,"Rifle",71,"deer",NA
2017,"324","md",416,2639,44,21,"Bucks",39,"Bow",3,"deer",NA
2017,"324","md",416,2639,44,21,"Does",6,"Rifle",41,"deer",NA
2017,"324","wt",416,2639,39,21,"Bucks",24,"Bow",10,"deer",NA
2017,"324","wt",416,2639,39,21,"Does",16,"Rifle",29,"deer",NA
2017,"325","all_deer",1483,7459,625,225,"Bucks",409,"Bow",24,"deer",NA
2017,"325","all_deer",1483,7459,625,225,"Does",212,"Rifle",601,"deer",NA
2017,"325","md",1483,7459,309,66,"Bucks",227,"Bow",6,"deer",NA
2017,"325","md",1483,7459,309,66,"Does",82,"Rifle",303,"deer",NA
2017,"325","wt",1483,7459,316,159,"Bucks",183,"Bow",19,"deer",NA
2017,"325","wt",1483,7459,316,159,"Does",130,"Rifle",298,"deer",NA
2017,"326","all_deer",525,3084,281,115,"Bucks",183,"Bow",6,"deer",NA
2017,"326","all_deer",525,3084,281,115,"Does",99,"Rifle",276,"deer",NA
2017,"326","md",525,3084,156,53,"Bucks",112,"Bow",3,"deer",NA
2017,"326","md",525,3084,156,53,"Does",44,"Rifle",153,"deer",NA
2017,"326","wt",525,3084,125,62,"Bucks",71,"Bow",3,"deer",NA
2017,"326","wt",525,3084,125,62,"Does",55,"Rifle",123,"deer",NA
2017,"327","all_deer",425,2829,44,21,"Bucks",30,"Bow",3,"deer",NA
2017,"327","all_deer",425,2829,44,21,"Does",14,"Rifle",41,"deer",NA
2017,"327","md",425,2829,29,15,"Bucks",21,"Bow",3,"deer",NA
2017,"327","md",425,2829,29,15,"Does",9,"Rifle",26,"deer",NA
2017,"327","wt",425,2829,15,6,"Bucks",9,"Bow",0,"deer",NA
2017,"327","wt",425,2829,15,6,"Does",6,"Rifle",15,"deer",NA
2017,"328","all_deer",257,1436,45,22,"Bucks",34,"Bow",5,"deer",NA
2017,"328","all_deer",257,1436,45,22,"Does",12,"Rifle",40,"deer",NA
2017,"328","md",257,1436,19,7,"Bucks",16,"Bow",2,"deer",NA
2017,"328","md",257,1436,19,7,"Does",3,"Rifle",17,"deer",NA
2017,"328","wt",257,1436,26,15,"Bucks",18,"Bow",3,"deer",NA
2017,"328","wt",257,1436,26,15,"Does",9,"Rifle",24,"deer",NA
2017,"329","all_deer",860,4884,243,64,"Bucks",124,"Bow",18,"deer",NA
2017,"329","all_deer",860,4884,243,64,"Does",116,"Rifle",225,"deer",NA
2017,"329","md",860,4884,162,44,"Bucks",91,"Bow",15,"deer",NA
2017,"329","md",860,4884,162,44,"Does",68,"Rifle",147,"deer",NA
2017,"329","wt",860,4884,81,21,"Bucks",32,"Bow",3,"deer",NA
2017,"329","wt",860,4884,81,21,"Does",49,"Rifle",78,"deer",NA
2017,"330","all_deer",863,4568,292,132,"Bucks",196,"Bow",26,"deer",NA
2017,"330","all_deer",863,4568,292,132,"Does",96,"Rifle",266,"deer",NA
2017,"330","md",863,4568,152,67,"Bucks",126,"Bow",6,"deer",NA
2017,"330","md",863,4568,152,67,"Does",26,"Rifle",146,"deer",NA
2017,"330","wt",863,4568,140,65,"Bucks",70,"Bow",20,"deer",NA
2017,"330","wt",863,4568,140,65,"Does",70,"Rifle",120,"deer",NA
2017,"331","all_deer",1511,8307,539,150,"Bucks",324,"Bow",12,"deer",NA
2017,"331","all_deer",1511,8307,539,150,"Does",206,"Rifle",528,"deer",NA
2017,"331","md",1511,8307,351,80,"Bucks",224,"Bow",6,"deer",NA
2017,"331","md",1511,8307,351,80,"Does",118,"Rifle",345,"deer",NA
2017,"331","wt",1511,8307,189,71,"Bucks",100,"Bow",6,"deer",NA
2017,"331","wt",1511,8307,189,71,"Does",88,"Rifle",183,"deer",NA
2017,"332","all_deer",458,3021,71,21,"Bucks",47,"Bow",18,"deer",NA
2017,"332","all_deer",458,3021,71,21,"Does",24,"Rifle",53,"deer",NA
2017,"332","md",458,3021,62,21,"Bucks",44,"Bow",18,"deer",NA
2017,"332","md",458,3021,62,21,"Does",18,"Rifle",44,"deer",NA
2017,"332","wt",458,3021,9,0,"Bucks",3,"Bow",0,"deer",NA
2017,"332","wt",458,3021,9,0,"Does",6,"Rifle",9,"deer",NA
2017,"333","all_deer",1326,7840,869,278,"Bucks",441,"Bow",57,"deer",NA
2017,"333","all_deer",1326,7840,869,278,"Does",407,"Rifle",812,"deer",NA
2017,"333","md",1326,7840,190,56,"Bucks",145,"Bow",9,"deer",NA
2017,"333","md",1326,7840,190,56,"Does",45,"Rifle",181,"deer",NA
2017,"333","wt",1326,7840,680,222,"Bucks",296,"Bow",48,"deer",NA
2017,"333","wt",1326,7840,680,222,"Does",362,"Rifle",631,"deer",NA
2017,"334","all_deer",198,1088,23,3,"Bucks",12,"Bow",4,"deer",NA
2017,"334","all_deer",198,1088,23,3,"Does",11,"Rifle",19,"deer",NA
2017,"334","md",198,1088,17,3,"Bucks",12,"Bow",4,"deer",NA
2017,"334","md",198,1088,17,3,"Does",5,"Rifle",13,"deer",NA
2017,"334","wt",198,1088,6,0,"Bucks",0,"Bow",0,"deer",NA
2017,"334","wt",198,1088,6,0,"Does",6,"Rifle",6,"deer",NA
2017,"335","all_deer",492,3595,255,83,"Bucks",159,"Bow",35,"deer",NA
2017,"335","all_deer",492,3595,255,83,"Does",96,"Rifle",220,"deer",NA
2017,"335","md",492,3595,202,75,"Bucks",147,"Bow",29,"deer",NA
2017,"335","md",492,3595,202,75,"Does",55,"Rifle",174,"deer",NA
2017,"335","wt",492,3595,53,9,"Bucks",11,"Bow",6,"deer",NA
2017,"335","wt",492,3595,53,9,"Does",41,"Rifle",47,"deer",NA
2017,"339","all_deer",428,2452,161,63,"Bucks",118,"Bow",4,"deer",NA
2017,"339","all_deer",428,2452,161,63,"Does",43,"Rifle",157,"deer",NA
2017,"339","md",428,2452,100,33,"Bucks",74,"Bow",4,"deer",NA
2017,"339","md",428,2452,100,33,"Does",25,"Rifle",96,"deer",NA
2017,"339","wt",428,2452,61,30,"Bucks",43,"Bow",0,"deer",NA
2017,"339","wt",428,2452,61,30,"Does",18,"Rifle",61,"deer",NA
2017,"340","all_deer",2161,12819,1044,355,"Bucks",558,"Bow",130,"deer",NA
2017,"340","all_deer",2161,12819,1044,355,"Does",473,"Rifle",914,"deer",NA
2017,"340","md",2161,12819,321,106,"Bucks",271,"Bow",24,"deer",NA
2017,"340","md",2161,12819,321,106,"Does",50,"Rifle",298,"deer",NA
2017,"340","wt",2161,12819,723,249,"Bucks",287,"Bow",106,"deer",NA
2017,"340","wt",2161,12819,723,249,"Does",423,"Rifle",617,"deer",NA
2017,"341","all_deer",498,3715,146,27,"Bucks",113,"Bow",10,"deer",NA
2017,"341","all_deer",498,3715,146,27,"Does",34,"Rifle",136,"deer",NA
2017,"341","md",498,3715,110,18,"Bucks",89,"Bow",8,"deer",NA
2017,"341","md",498,3715,110,18,"Does",21,"Rifle",102,"deer",NA
2017,"341","wt",498,3715,37,9,"Bucks",24,"Bow",3,"deer",NA
2017,"341","wt",498,3715,37,9,"Does",13,"Rifle",34,"deer",NA
2017,"343","all_deer",571,4352,243,56,"Bucks",157,"Bow",8,"deer",NA
2017,"343","all_deer",571,4352,243,56,"Does",83,"Rifle",235,"deer",NA
2017,"343","md",571,4352,157,40,"Bucks",124,"Bow",5,"deer",NA
2017,"343","md",571,4352,157,40,"Does",34,"Rifle",152,"deer",NA
2017,"343","wt",571,4352,86,16,"Bucks",33,"Bow",3,"deer",NA
2017,"343","wt",571,4352,86,16,"Does",50,"Rifle",83,"deer",NA
2017,"350","all_deer",932,5956,193,37,"Bucks",114,"Bow",12,"deer",NA
2017,"350","all_deer",932,5956,193,37,"Does",76,"Rifle",181,"deer",NA
2017,"350","md",932,5956,107,28,"Bucks",88,"Bow",9,"deer",NA
2017,"350","md",932,5956,107,28,"Does",16,"Rifle",98,"deer",NA
2017,"350","wt",932,5956,87,9,"Bucks",27,"Bow",3,"deer",NA
2017,"350","wt",932,5956,87,9,"Does",60,"Rifle",84,"deer",NA
2017,"360","all_deer",1356,8452,559,250,"Bucks",347,"Bow",75,"deer",NA
2017,"360","all_deer",1356,8452,559,250,"Does",212,"Rifle",483,"deer",NA
2017,"360","md",1356,8452,214,135,"Bucks",202,"Bow",32,"deer",NA
2017,"360","md",1356,8452,214,135,"Does",12,"Rifle",181,"deer",NA
2017,"360","wt",1356,8452,345,115,"Bucks",145,"Bow",43,"deer",NA
2017,"360","wt",1356,8452,345,115,"Does",200,"Rifle",302,"deer",NA
2017,"361","all_deer",194,1520,15,3,"Bucks",12,"Bow",3,"deer",NA
2017,"361","all_deer",194,1520,15,3,"Does",3,"Rifle",12,"deer",NA
2017,"361","md",194,1520,12,3,"Bucks",9,"Bow",3,"deer",NA
2017,"361","md",194,1520,12,3,"Does",3,"Rifle",9,"deer",NA
2017,"361","wt",194,1520,3,0,"Bucks",3,"Bow",0,"deer",NA
2017,"361","wt",194,1520,3,0,"Does",0,"Rifle",3,"deer",NA
2017,"362","all_deer",372,2471,33,18,"Bucks",21,"Bow",0,"deer",NA
2017,"362","all_deer",372,2471,33,18,"Does",13,"Rifle",33,"deer",NA
2017,"362","md",372,2471,18,12,"Bucks",15,"Bow",0,"deer",NA
2017,"362","md",372,2471,18,12,"Does",3,"Rifle",18,"deer",NA
2017,"362","wt",372,2471,16,6,"Bucks",6,"Bow",0,"deer",NA
2017,"362","wt",372,2471,16,6,"Does",10,"Rifle",16,"deer",NA
2017,"370","all_deer",490,2725,88,24,"Bucks",59,"Bow",3,"deer",NA
2017,"370","all_deer",490,2725,88,24,"Does",26,"Rifle",85,"deer",NA
2017,"370","md",490,2725,53,18,"Bucks",44,"Bow",0,"deer",NA
2017,"370","md",490,2725,53,18,"Does",6,"Rifle",53,"deer",NA
2017,"370","wt",490,2725,35,6,"Bucks",15,"Bow",3,"deer",NA
2017,"370","wt",490,2725,35,6,"Does",20,"Rifle",32,"deer",NA
2017,"380","all_deer",1862,12933,983,275,"Bucks",530,"Bow",68,"deer",NA
2017,"380","all_deer",1862,12933,983,275,"Does",441,"Rifle",914,"deer",NA
2017,"380","md",1862,12933,402,106,"Bucks",295,"Bow",17,"deer",NA
2017,"380","md",1862,12933,402,106,"Does",105,"Rifle",386,"deer",NA
2017,"380","wt",1862,12933,580,169,"Bucks",235,"Bow",52,"deer",NA
2017,"380","wt",1862,12933,580,169,"Does",336,"Rifle",529,"deer",NA
2017,"388","all_deer",444,2549,276,68,"Bucks",126,"Bow",18,"deer",NA
2017,"388","all_deer",444,2549,276,68,"Does",145,"Rifle",258,"deer",NA
2017,"388","md",444,2549,113,24,"Bucks",61,"Bow",3,"deer",NA
2017,"388","md",444,2549,113,24,"Does",51,"Rifle",110,"deer",NA
2017,"388","wt",444,2549,162,44,"Bucks",65,"Bow",15,"deer",NA
2017,"388","wt",444,2549,162,44,"Does",94,"Rifle",148,"deer",NA
2017,"390","all_deer",489,2936,234,70,"Bucks",130,"Bow",14,"deer",NA
2017,"390","all_deer",489,2936,234,70,"Does",101,"Rifle",220,"deer",NA
2017,"390","md",489,2936,125,33,"Bucks",74,"Bow",11,"deer",NA
2017,"390","md",489,2936,125,33,"Does",51,"Rifle",114,"deer",NA
2017,"390","wt",489,2936,109,37,"Bucks",56,"Bow",3,"deer",NA
2017,"390","wt",489,2936,109,37,"Does",50,"Rifle",106,"deer",NA
2017,"391","all_deer",1188,7914,583,218,"Bucks",387,"Bow",34,"deer",NA
2017,"391","all_deer",1188,7914,583,218,"Does",190,"Rifle",548,"deer",NA
2017,"391","md",1188,7914,363,123,"Bucks",263,"Bow",24,"deer",NA
2017,"391","md",1188,7914,363,123,"Does",100,"Rifle",339,"deer",NA
2017,"391","wt",1188,7914,219,96,"Bucks",124,"Bow",10,"deer",NA
2017,"391","wt",1188,7914,219,96,"Does",90,"Rifle",209,"deer",NA
2017,"392","all_deer",507,3308,258,75,"Bucks",211,"Bow",31,"deer",NA
2017,"392","all_deer",507,3308,258,75,"Does",44,"Rifle",227,"deer",NA
2017,"392","md",507,3308,195,60,"Bucks",177,"Bow",22,"deer",NA
2017,"392","md",507,3308,195,60,"Does",18,"Rifle",173,"deer",NA
2017,"392","wt",507,3308,63,15,"Bucks",33,"Bow",9,"deer",NA
2017,"392","wt",507,3308,63,15,"Does",27,"Rifle",54,"deer",NA
2017,"393","all_deer",1531,8661,571,216,"Bucks",400,"Bow",43,"deer",NA
2017,"393","all_deer",1531,8661,571,216,"Does",168,"Rifle",528,"deer",NA
2017,"393","md",1531,8661,295,128,"Bucks",264,"Bow",25,"deer",NA
2017,"393","md",1531,8661,295,128,"Does",31,"Rifle",270,"deer",NA
2017,"393","wt",1531,8661,276,89,"Bucks",136,"Bow",17,"deer",NA
2017,"393","wt",1531,8661,276,89,"Does",137,"Rifle",259,"deer",NA
2017,"400","all_deer",1370,6080,825,436,"Bucks",661,"Bow",15,"deer",NA
2017,"400","all_deer",1370,6080,825,436,"Does",161,"Rifle",810,"deer",NA
2017,"400","md",1370,6080,646,324,"Bucks",528,"Bow",15,"deer",NA
2017,"400","md",1370,6080,646,324,"Does",118,"Rifle",632,"deer",NA
2017,"400","wt",1370,6080,179,112,"Bucks",133,"Bow",0,"deer",NA
2017,"400","wt",1370,6080,179,112,"Does",43,"Rifle",179,"deer",NA
2017,"401","all_deer",1597,7044,1010,619,"Bucks",865,"Bow",21,"deer",NA
2017,"401","all_deer",1597,7044,1010,619,"Does",139,"Rifle",989,"deer",NA
2017,"401","md",1597,7044,602,311,"Bucks",482,"Bow",15,"deer",NA
2017,"401","md",1597,7044,602,311,"Does",118,"Rifle",588,"deer",NA
2017,"401","wt",1597,7044,407,309,"Bucks",383,"Bow",6,"deer",NA
2017,"401","wt",1597,7044,407,309,"Does",22,"Rifle",401,"deer",NA
2017,"403","all_deer",466,1894,265,124,"Bucks",178,"Bow",5,"deer",NA
2017,"403","all_deer",466,1894,265,124,"Does",82,"Rifle",260,"deer",NA
2017,"403","md",466,1894,200,77,"Bucks",131,"Bow",5,"deer",NA
2017,"403","md",466,1894,200,77,"Does",64,"Rifle",195,"deer",NA
2017,"403","wt",466,1894,65,47,"Bucks",47,"Bow",0,"deer",NA
2017,"403","wt",466,1894,65,47,"Does",18,"Rifle",65,"deer",NA
2017,"404","all_deer",2071,8938,1234,648,"Bucks",1036,"Bow",42,"deer",NA
2017,"404","all_deer",2071,8938,1234,648,"Does",196,"Rifle",1193,"deer",NA
2017,"404","md",2071,8938,643,266,"Bucks",535,"Bow",9,"deer",NA
2017,"404","md",2071,8938,643,266,"Does",105,"Rifle",635,"deer",NA
2017,"404","wt",2071,8938,591,382,"Bucks",500,"Bow",33,"deer",NA
2017,"404","wt",2071,8938,591,382,"Does",91,"Rifle",558,"deer",NA
2017,"405","all_deer",1031,4474,807,288,"Bucks",489,"Bow",6,"deer",NA
2017,"405","all_deer",1031,4474,807,288,"Does",310,"Rifle",802,"deer",NA
2017,"405","md",1031,4474,721,246,"Bucks",421,"Bow",3,"deer",NA
2017,"405","md",1031,4474,721,246,"Does",295,"Rifle",718,"deer",NA
2017,"405","wt",1031,4474,86,41,"Bucks",68,"Bow",3,"deer",NA
2017,"405","wt",1031,4474,86,41,"Does",15,"Rifle",83,"deer",NA
2017,"406","all_deer",757,3690,539,216,"Bucks",343,"Bow",17,"deer",NA
2017,"406","all_deer",757,3690,539,216,"Does",193,"Rifle",522,"deer",NA
2017,"406","md",757,3690,254,97,"Bucks",177,"Bow",3,"deer",NA
2017,"406","md",757,3690,254,97,"Does",74,"Rifle",251,"deer",NA
2017,"406","wt",757,3690,285,118,"Bucks",166,"Bow",14,"deer",NA
2017,"406","wt",757,3690,285,118,"Does",119,"Rifle",271,"deer",NA
2017,"410","all_deer",2128,12221,988,626,"Bucks",917,"Bow",53,"deer",NA
2017,"410","all_deer",2128,12221,988,626,"Does",71,"Rifle",935,"deer",NA
2017,"410","md",2128,12221,905,570,"Bucks",855,"Bow",41,"deer",NA
2017,"410","md",2128,12221,905,570,"Does",50,"Rifle",864,"deer",NA
2017,"410","wt",2128,12221,83,56,"Bucks",62,"Bow",12,"deer",NA
2017,"410","wt",2128,12221,83,56,"Does",21,"Rifle",71,"deer",NA
2017,"411","all_deer",2427,12233,1576,1014,"Bucks",1330,"Bow",72,"deer",NA
2017,"411","all_deer",2427,12233,1576,1014,"Does",241,"Rifle",1504,"deer",NA
2017,"411","md",2427,12233,707,473,"Bucks",662,"Bow",21,"deer",NA
2017,"411","md",2427,12233,707,473,"Does",46,"Rifle",687,"deer",NA
2017,"411","wt",2427,12233,868,541,"Bucks",668,"Bow",51,"deer",NA
2017,"411","wt",2427,12233,868,541,"Does",196,"Rifle",817,"deer",NA
2017,"412","all_deer",1299,6201,852,563,"Bucks",746,"Bow",22,"deer",NA
2017,"412","all_deer",1299,6201,852,563,"Does",101,"Rifle",830,"deer",NA
2017,"412","md",1299,6201,525,358,"Bucks",493,"Bow",11,"deer",NA
2017,"412","md",1299,6201,525,358,"Does",32,"Rifle",514,"deer",NA
2017,"412","wt",1299,6201,326,205,"Bucks",253,"Bow",11,"deer",NA
2017,"412","wt",1299,6201,326,205,"Does",69,"Rifle",315,"deer",NA
2017,"413","all_deer",2034,9955,1173,475,"Bucks",753,"Bow",55,"deer",NA
2017,"413","all_deer",2034,9955,1173,475,"Does",408,"Rifle",1119,"deer",NA
2017,"413","md",2034,9955,793,309,"Bucks",522,"Bow",32,"deer",NA
2017,"413","md",2034,9955,793,309,"Does",262,"Rifle",761,"deer",NA
2017,"413","wt",2034,9955,380,166,"Bucks",231,"Bow",22,"deer",NA
2017,"413","wt",2034,9955,380,166,"Does",146,"Rifle",358,"deer",NA
2017,"415","all_deer",77,388,25,18,"Bucks",21,"Bow",0,"deer",NA
2017,"415","all_deer",77,388,25,18,"Does",5,"Rifle",25,"deer",NA
2017,"415","md",77,388,15,9,"Bucks",12,"Bow",0,"deer",NA
2017,"415","md",77,388,15,9,"Does",3,"Rifle",15,"deer",NA
2017,"415","wt",77,388,11,9,"Bucks",9,"Bow",0,"deer",NA
2017,"415","wt",77,388,11,9,"Does",2,"Rifle",11,"deer",NA
2017,"416","all_deer",1164,7221,415,211,"Bucks",316,"Bow",39,"deer",NA
2017,"416","all_deer",1164,7221,415,211,"Does",97,"Rifle",376,"deer",NA
2017,"416","md",1164,7221,210,115,"Bucks",190,"Bow",20,"deer",NA
2017,"416","md",1164,7221,210,115,"Does",20,"Rifle",190,"deer",NA
2017,"416","wt",1164,7221,205,96,"Bucks",126,"Bow",19,"deer",NA
2017,"416","wt",1164,7221,205,96,"Does",77,"Rifle",186,"deer",NA
2017,"417","all_deer",948,5097,494,356,"Bucks",468,"Bow",8,"deer",NA
2017,"417","all_deer",948,5097,494,356,"Does",20,"Rifle",486,"deer",NA
2017,"417","md",948,5097,433,324,"Bucks",427,"Bow",3,"deer",NA
2017,"417","md",948,5097,433,324,"Does",6,"Rifle",430,"deer",NA
2017,"417","wt",948,5097,61,32,"Bucks",41,"Bow",5,"deer",NA
2017,"417","wt",948,5097,61,32,"Does",14,"Rifle",56,"deer",NA
2017,"418","all_deer",481,2466,245,151,"Bucks",225,"Bow",6,"deer",NA
2017,"418","all_deer",481,2466,245,151,"Does",20,"Rifle",239,"deer",NA
2017,"418","md",481,2466,115,59,"Bucks",112,"Bow",6,"deer",NA
2017,"418","md",481,2466,115,59,"Does",3,"Rifle",109,"deer",NA
2017,"418","wt",481,2466,130,92,"Bucks",113,"Bow",0,"deer",NA
2017,"418","wt",481,2466,130,92,"Does",17,"Rifle",130,"deer",NA
2017,"419","all_deer",578,2759,394,236,"Bucks",351,"Bow",3,"deer",NA
2017,"419","all_deer",578,2759,394,236,"Does",43,"Rifle",391,"deer",NA
2017,"419","md",578,2759,323,180,"Bucks",289,"Bow",3,"deer",NA
2017,"419","md",578,2759,323,180,"Does",34,"Rifle",320,"deer",NA
2017,"419","wt",578,2759,71,56,"Bucks",62,"Bow",0,"deer",NA
2017,"419","wt",578,2759,71,56,"Does",9,"Rifle",71,"deer",NA
2017,"420","all_deer",313,1793,103,59,"Bucks",85,"Bow",3,"deer",NA
2017,"420","all_deer",313,1793,103,59,"Does",14,"Rifle",100,"deer",NA
2017,"420","md",313,1793,71,44,"Bucks",65,"Bow",0,"deer",NA
2017,"420","md",313,1793,71,44,"Does",3,"Rifle",71,"deer",NA
2017,"420","wt",313,1793,32,15,"Bucks",21,"Bow",3,"deer",NA
2017,"420","wt",313,1793,32,15,"Does",11,"Rifle",29,"deer",NA
2017,"421","all_deer",474,2440,270,150,"Bucks",226,"Bow",12,"deer",NA
2017,"421","all_deer",474,2440,270,150,"Does",44,"Rifle",259,"deer",NA
2017,"421","md",474,2440,168,97,"Bucks",147,"Bow",6,"deer",NA
2017,"421","md",474,2440,168,97,"Does",21,"Rifle",162,"deer",NA
2017,"421","wt",474,2440,103,53,"Bucks",80,"Bow",6,"deer",NA
2017,"421","wt",474,2440,103,53,"Does",23,"Rifle",97,"deer",NA
2017,"422","all_deer",670,3737,334,205,"Bucks",255,"Bow",8,"deer",NA
2017,"422","all_deer",670,3737,334,205,"Does",79,"Rifle",327,"deer",NA
2017,"422","md",670,3737,140,91,"Bucks",129,"Bow",3,"deer",NA
2017,"422","md",670,3737,140,91,"Does",11,"Rifle",137,"deer",NA
2017,"422","wt",670,3737,194,115,"Bucks",126,"Bow",5,"deer",NA
2017,"422","wt",670,3737,194,115,"Does",68,"Rifle",189,"deer",NA
2017,"423","all_deer",450,2336,245,138,"Bucks",200,"Bow",15,"deer",NA
2017,"423","all_deer",450,2336,245,138,"Does",45,"Rifle",230,"deer",NA
2017,"423","md",450,2336,157,82,"Bucks",130,"Bow",9,"deer",NA
2017,"423","md",450,2336,157,82,"Does",28,"Rifle",149,"deer",NA
2017,"423","wt",450,2336,87,56,"Bucks",70,"Bow",6,"deer",NA
2017,"423","wt",450,2336,87,56,"Does",17,"Rifle",81,"deer",NA
2017,"424","all_deer",163,911,38,24,"Bucks",32,"Bow",0,"deer",NA
2017,"424","all_deer",163,911,38,24,"Does",6,"Rifle",38,"deer",NA
2017,"424","md",163,911,26,18,"Bucks",26,"Bow",0,"deer",NA
2017,"424","md",163,911,26,18,"Does",0,"Rifle",26,"deer",NA
2017,"424","wt",163,911,12,6,"Bucks",6,"Bow",0,"deer",NA
2017,"424","wt",163,911,12,6,"Does",6,"Rifle",12,"deer",NA
2017,"425","all_deer",645,2810,248,110,"Bucks",202,"Bow",3,"deer",NA
2017,"425","all_deer",645,2810,248,110,"Does",40,"Rifle",245,"deer",NA
